Sentence,Difficulty,Simplified
Un revenu devient donc une nécessité pour que l'Homme puisse accéder à la satisfaction d'avoir comblé ses désirs,C2,"Pour avoir ce qu'il veut, l'Homme a besoin d'argent."
"Le ""rebâchage"" envoie les données dans la première mémoire, tandis que plusieurs approches différentes d'un même sujet vont permettre de dégager du sens et d'envoyer les don- nées communes au coeur de la mémoire sémantique"", explique-t-il",C2,"Quand on réutilise des informations, elles vont dans la première mémoire, et différentes idées sur un sujet peuvent donner un sens plus clair, puis les données communes vont dans la mémoire qui donne du sens, dit-il."
Cette activité apparait dans la religion grecque de l'Antiquité comme un cadeau qui est toutefois imposé aux Hommes pour qu'ils puissent survivre,C2,"Dans la religion grecque ancienne, une activité est vue comme un don mais aussi comme un devoir pour les hommes pour vivre."
"Tout ce qu'on pourrait, à cet égard, concevoir de vraiment rationnel, abstraction faite des inductions analogiques plus ou moins plausibles auxquelles peuvent con duire certains rapprochemens déjà constatés, consisterait à découvrir des relations générales entre les propriétés chimiques de chaque élément et l'ensemble de ses propriétés physiques.",C2,"Tout ce qui pourrait être considéré comme vraiment rationnel en ce qui concerne les éléments chimiques, en excluant les analogies possibles, serait de trouver des relations générales entre leurs propriétés chimiques et leurs propriétés physiques."
"Mais, il ne résul te point inévitablement de cette considération la conséquence irréfléchie qu'on a tenté d'en déduire.",C2,"Mais, ce n'est pas forcément la conclusion que l'on a tirée de cette idée qui est juste."
"""Comment voulez-vous demander une analyse grammaticale ou parler du pronom relatif à un enfant qui n'emploie que des propositions juxtaposées ?""",C2,Comment vais-je demander une analyse de la phrase avec des mots qui se suivent sans lien et parler du pronom qui se réfère à quelqu'un d'autre ?
"Mais il me semble néanmoins incontestable que son infériorité actuelle doit, en outre, être subsidiairement attribuée au vicieux esprit philosophique suivant lequel les recherches habituelles y sont jusqu'ici conçues et dirigées, et à l'éducation si défectueuse de la plupart des savans qui s'y livrent.",C2,"Mais je pense que sa situation actuelle est due à plusieurs choses, comme un mauvais esprit philosophique et une éducation médiocre pour les chercheurs."
"Notre esprit commence réellement à rencontrer ici, par la complication des phénomènes, mais à un degré infiniment moindre, l'obstacle essentiel que la nature des recherches physiologiques oppose si complétement à la méthode p urement expérimentale, dont l'usage est presque toujours illusoire.",C2,"Quand on étudie les phénomènes complexes de la vie, on rencontre des obstacles importants pour faire des expériences scientifiques."
"Car, d'après une hiérarchie fondamentale des élémens, la nomenclature systématique des diverses substances composées suffira presque pour donner, en quelque sorte spontanément, une première i ndication réelle de l'issue générale propre à chaque événement chimique, ou, du moins, pour restreindre l'incertitude à cet égard entre d'étroites limites.",C2,"Parce que les éléments sont classés de manière fondamentale, la nomenclature des substances chimiques simplifie beaucoup la prédiction de l'issue d'une réaction chimique. Donne moi une phrase simplifiée au niveau C1 tout en conservant au maximum son sens original."
"J'espère, d'ailleurs, que de cette sévère et consciencieuse appréciation du véritable état de chaque science, il résultera, pour les bons esprits, une stimulation à la cultiver beaucoup plus qu'une répugnance à l'étudier: car, l'activité humaine doit être, sans doute, bien autr ement satisfaite en concevant les sciences comme naissantes et par suite, susceptibles, d'une manière presque indéfinie, de progrès larges et variés (ainsi que toutes le sont réellement plus ou moins), au lieu de les supposer parfaites, et, en conséquence, essentiellement immobiles, si ce n'est dans leurs développemens secondaires.",C2,"Je vais espérer que cette analyse approfondie et attentive de l'état actuel de chaque science conduira à une motivation accrue pour les étudier, plutôt qu'à un dégoût pour elles. Parce que l'activité humaine doit être satisfaite de voir les sciences comme en constante évolution, et non comme parfaites et immobiles."
"Il faut, ensuite, par le même moti f, étudier aussi, à la même école, l'esprit général de la méthode comparative proprement dite, dont les chimistes ne se forment ordinairement, jusqu'ici, aucune idée juste, et sans laquelle, néanmoins, on ne peut procéder convenablement à la recherche d'un e classification chimique vraiment rationnelle, comme je l'ai expliqué dans la leçon précédente.",C2,"Après cela, il est aussi important d'apprendre à l'école comment comparer les méthodes scientifiques, ce que les chimistes ne font pas souvent. Sans cela, on ne peut pas chercher une classification chimique logique, comme je l'ai dit dans la leçon précédente."
"De cette relation immédiate, résulte, évidemment, une subordination indirecte, mais nécessaire, de la chimie envers l'ensemble de l'astronomie, et même de la science mathématique, comme fondemens indisp ensables de toute physique sérieuse.",C2,"Parce que la chimie est si étroitement liée à l'astronomie et à la mathématique, elle est essentielle pour comprendre la physique."
"Préparé, au contraire, par une éducation mathématique et astronomique, un esprit de cette trem pe eût produit, sans doute, même alors, des résultats philosophiques bien plus complets et plus durables.",C2,"Bien éduqué en mathématiques et en astronomie, cet homme aurait pu faire des découvertes philosophiques plus profondes et plus durables."
"Cette science est sans doute, jusque ici, trop rapprochée de son berceau, pour que sa division définitive et la vraie coordination de ses parties principales aient pu encore se manifester spontanément, d'une manière non équivoque .",C2,"La science en question est peut-être encore trop liée à son origine pour que sa division définitive et la vraie organisation de ses parties principales se produisent naturellement, sans ambiguïté."
"D'ailleurs, le souvenir du roman facilitant l'intelligence du libretto, elle suivait l'intrigue phrase à phrase, tandis que d'insaisissables pensées qui lui revenaient, se dispersaient, aussitôt, sous les rafales de la musique.",C2,"En fait, le souvenir du livre a aidé à comprendre l'histoire de l'opéra. Elle suivait chaque phrase de la pièce tout en ayant des pensées qui disparaissaient rapidement sous l'effet de la musique."
"Or, jusqu'à cette mémorable époque, toutes les écoles, malgré leurs innombrables divergences, s'accordaient à ne reconnaître qu'u ne seule substance élémentaire, et ne disputaient entre elles, à cet égard, que sur le choix du principe.",C2,"Depuis longtemps, toutes les écoles d'idées avaient un accord sur la base de tout ce qui existe, mais elles se disputaient sur la meilleure façon de la comprendre."
Souvent elle était rêveuse et taciturne ; quelquefois elle parlait avec impétuosité.,C2,"Elle était parfois silencieuse et pensif, mais quand elle parlait, elle parlait fort."
"Il reste donc, sous ces divers rapports essentiels, beaucoup à faire encore relativement à cette importante question de philosophie chimique.",C2,"Donc, il y a encore beaucoup de travail à faire pour comprendre bien cette question importante de la philosophie chimique."
"Mon père lui en reparla dans nos rencontres ultérieures, le tortura de questions, ce fut peine inutile : comme cet escroc érudit qui employait à fabriquer de faux palimpsestes un labeur et une science dont la centième partie eût suffi à lui assurer une situation plus lucrative, mais honorable, M. Legrandin, si nous avions insisté encore, aurait fini par édifier toute une éthique de paysage et une géographie céleste de la basse Normandie, plutôt que de nous avouer qu'à deux kilomètres de Balbec habitait sa propre soeur, et d'être obligé à nous offrir une lettre d'introduction qui n'eût pas été pour lui un tel sujet d'effroi s'il avait été absolument certain - comme il aurait dû l'être en effet avec l'expérience qu'il avait du caractère de ma grand'mère - que nous n'en aurions pas profité.",C2,"Mon père a toujours interrogé M. Legrandin sur ses activités frauduleuses, mais il n'a jamais révélé la vérité. Si on l'avait poussé plus loin, il aurait peut-être créé une philosophie entièrement nouvelle sur la Normandie, plutôt que de nous avouer que sa propre sœur vivait à deux kilomètres de Balbec. Il aurait alors dû nous donner une lettre d'introduction, mais il aurait été effrayé par l'idée que nous pourrions en tirer un avantage si nous l'avions utilisé."
"Mais là, il ne s'agissait que de l'usage irréfléchi d'un instrument, qui, judicieusement dirigé, est susceptible, pour un tel ordre de recherches, d'une admirable efficacité.",C2,"Mais là, ce n'était que de ne pas utiliser un outil de manière trop libre, qui, dirigé avec soin, peut être très efficace pour un tel type de recherche."
"En second lieu, parmi les conditions extrêmement variées propres au développ ement des divers phénomènes chimiques, on a pu remarquer, pour ainsi dire de tout temps, cette condition fondamentale et commune, qui est ordinairement bien loin de suffire, mais qui se présente toujours comme strictement indispensable: la nécessité du con tact immédiat des particules antagonistes, et, par suite, celle de l'état fluide, soit gazeux, soit liquide, de l'une au moins des substances considérées.",C2,"En deuxième lieu, on a observé que pour que les réactions chimiques se produisent, il faut que les substances soient en contact immédiat et qu'elles soient dans un état fluide, soit gazeux, soit liquide."
"Les compagnonnages noués entre voyageurs se révèlent parfois pesants et Kassák finit par se fâcher avec son premier acolyte, le sculpteur Gödrös, dont la mauvaise maîtrise de l'allemand l'agace.",C2,"Les amitiés entre voyageurs peuvent parfois être compliquées et Kassák finit par se disputer avec son ami le sculpteur Gödrös, qui ne maîtrise pas bien l'allemand."
"Le moteur Wankel est un moteur à piston rotatif, dans lequel un piston triangulaire convertit l'énergie issue de la combustion du carburant en une énergie mécanique de rotation transmise à l'arbre moteur.",C2,Le moteur Wankel est un moteur spécial qui utilise un piston triangulaire pour transformer l'énergie de la combustion du carburant en mouvement tournant qui pousse l'arbre moteur.
"Car, la saine théorie physiologique des sensations, ainsi que j'aurai soin de le constater dans la seconde partie de ce volume, montre clairement que l es appareils du goût et de l'odorat, par opposition à ceux des autres organes sensitifs, agissent d'une manière éminemment chimique, et que, par conséquent, la nature de ces deux sens les adapte spécialement à la perception des phénomènes de composition et de décomposition.",C2,"Donc, la bonne théorie de la physiologie des sensations, comme je vais le montrer dans la deuxième partie de ce livre, montre clairement que les organes du goût et de l'odorat, en comparaison avec les autres sens, agissent de manière très chimique. Par conséquent, la nature de ces deux sens les adapte spécialement à la perception des phénomènes de composition et de décomposition."
La seconde partie traite du rôle de l'encombrement stérique dans la régiosélectivité d'une oxydation métabolique.,C2,La deuxième partie parle de l'importance de l'espace libre dans la façon dont les cellules font une réaction chimique.
"À cet égard, en effet, à l'aide d'un coefficient chimique, empiriquement évalué pour chaque corps simple, on parvient à déter miner rationnellement, en beaucoup de cas, avec une suffisante exactitude, d'après un petit nombre de lois générales, la proportion suivant laquelle s'unissent les principes, préalablement connus, de chaque nouveau produit.",C2,"Pour déterminer les proportions dans la formation de nouveaux composés chimiques, on utilise un coefficient qui est calculé en fonction de chaque élément simple. En utilisant peu de lois générales, on peut souvent prédire avec une certaine précision la composition d'un nouveau produit à partir de ses éléments connus."
"Il n'était pas comme tant de gens qui par paresse ou sentiment résigné de l'obligation que crée la grandeur sociale de rester attaché à un certain rivage, s'abstiennent des plaisirs que la réalité leur présente en dehors de la position mondaine où ils vivent cantonnés jusqu'à leur mort, se contentant de finir par appeler plaisirs, faute de mieux, une fois qu'ils sont parvenus à s'y habituer, les divertissements médiocres ou les supportables ennuis qu'elle renferme.",C2,"Certains ne quittent pas leur cercle social par apathie ou détermination à rester attaché à leur position sociale, manquant ainsi de vivre les plaisirs que la réalité leur offre. Ils finissent par appeler ces divertissements médiocres ou ces supportables ennuis ""plaisirs"" par manque de mieux."
"Sans plus d'hésitation, il tourna vers la gauche ; son pas sonnait sur la terre durcie, et ce bruit cadencé, monotone, assoupissait en le berçant, le tumulte de son esprit.",C2,"Il se dirigea à gauche sans hésiter. Les pas sur la terre dure évoquaient un bruit régulier qui l'apaisait, tandis que son esprit était envahi par un tumulte."
Cette manière de concevoir le problème chimique remplit donc toutes les conditions essentielles.,C2,Cela montre une façon de penser le problème chimique qui répond à toutes les exigences importantes.
"Comme au judaïsme, il lui oppose l'idée d'une ""jouissance sanctifiée"".",C2,"Comme au judaïsme, il dit qu'il y a une manière de profiter qui est spéciale."
"Dans la profondeur des hautes bâtisses moyenâgeuses de la rue des Nobles ou de la rue des Archers se creusent des espèces d'arrière-cours où les sombres maçonneries qui les encadrent entretiennent une constante humidité de sépulcre et ne laissent pénétrer qu'un filet de jour spectral, tombé du mince hublot de ciel que découpent les toits en surplomb.",C2,"Dans les vieux rues médiévales, les maisons hautes ont des petits jardins à l'arrière où il fait humide et sombre, et seulement un peu de lumière du ciel vient par une petite fenêtre."
"Pour moi, j'attacherai toujours une extrême importance à tout ce qui peut tendre à provoquer l'intime combinaison de cette qualité fondamentale avec cette aptitude, non moins essentielle, à la clarté et à la positivité, qui caractérise, tout aussi hautement, notre génie français; convaincu, comme je le suis profondément, que, de cette harmonie capitale, dont la possibilité m'est démontrée, peut seule résulter le libre et plein développement du génie philosophique moderne, des tiné à terminer, par son universelle prépondérance, l'immense crise sociale, commune, depuis trois siècles, à toutes les nations qui, dans leur ensemble, forment la tête de l'espèce humaine.",C2,"Pour moi, il est crucial de mettre en avant tout ce qui peut aider à combiner deux qualités essentielles : une clarté et une positivité qui définissent notre génie français. Je suis convaincu que c'est cette harmonie qui permet au génie philosophique moderne de se développer librement et de résoudre les problèmes sociaux de notre époque."
Cette ribaude ricane et échafaude !,C2,Cette femme grossière rit et fait des blagues !
"J'ai fait ressortir, dans le volume précédent, le tort général fait jusqu'ici à la physique par l'abus de l'analyse mathématique.",C2,J'ai montré dans le livre précédent que la physique a été mal traitée par l'utilisation trop grande de la mathématique.
"Quant aux lois chimiques surtout, il est évident que, dans l'ensemble des conditions d'existence de la société humaine, so nt comprises plusieurs harmonies chimiques essentielles, entre l'homme et les circonstances extérieures fondamentales dont il subit l'empire absolu.",C2,Les lois chimiques sont très importantes pour comprendre comment les humains interagissent avec leur environnement. Donne moi une phrase simplifiée au niveau C1 tout en conservant au maximum son sens original [/INST] Les lois chimiques sont essentielles pour comprendre comment les humains vivent avec leur environnement. Donne moi une phrase simplifiée au niveau B2 tout en conservant au maximum son sens original.
"Mais, à partir des événemens physiques, la suspension, l'altération du phénomène, sa suppression même en plus d'une circonstance, en un mot, les différentes sortes de modifications deviennent possibles, et de plus en plus étendues, en suivant notre hiérarchie fondamentale, jusqu'aux phénomènes physiologiques, et même jusqu'aux événemens sociaux, qui, de tous, sont, en effet, les plu s éminemment modifiables, comme l'expérience universelle le confirme.",C2,"Mais si on regarde les choses qui se passent dans le monde, on peut voir que certaines choses peuvent changer, même si elles sont très importantes, comme les événements sociaux. Donne moi une phrase simplifiée au niveau B2 tout en conservant au maximum son sens original."
"Face à ce problème social, il préconise de réduire le temps de travail, de repenser la distribution des richesses autrement que sur la base de la production et de développer davantage ce qu'il appelle le ""tiers secteur"", autrement dit l'économie sociale et la sphère associative qui oeuvrent au bien-être d'autrui.",C2,"Pour résoudre ce problème social, il suggère de travailler moins, de changer la façon dont on partage les richesses et de développer davantage ce qu'il appelle le ""tiers secteur"", c'est-à-dire l'économie sociale et les associations qui aident les autres."
Cet examen aura naturellement sa place spéciale dans la seconde partie de ce volume.,C2,Cette question sera très importante dans la deuxième partie du livre.
"Ainsi conçue, cette question est une des plus capitales que puisse présenter la philosophie chimique: bornée, au contraire, à l'examen direct des corps simples, elle offrirait aussi peu d'intérêt que de rationnalité; car, en soimême, il importe assez peu, sans doute, suivant quel ordre conventionnel on procéderait à l'étude successive de ces cinquantesix corps, dont les histoires propres sont nécessairement indépendantes.",C2,"Ainsi conçue, cette question est une des plus importantes pour la philosophie chimique. Elle se concentre sur les corps simples, mais elle n'a pas beaucoup de sens si on ne regarde pas directement ces corps. Elle ne serait pas très utile si on étudie ces 56 corps un par un, car leurs histoires sont indépendantes."
L'esprit et la marche de nos enseignemens scientifiques actuels ne peuvent donner aucune idée juste de ce système philosophique d'éducation rationnelle pour les savans.,C2,Les idées actuelles en science ne nous disent rien sur un système d'éducation pour les savants qui pense beaucoup.
"On peut, à ce sujet, poser en prin cipe que la hiérarchie des substances élémentaires ne doit pas être uniquement déterminée par la seule considération de leurs propres caractères essentiels, mais aussi par celle, non moins indispensable, quoique indirecte, des principaux phénomènes relati fs aux composés qu'elles forment.",C2,"On peut dire que la position des éléments dans la liste des substances élémentaires ne doit pas être basée uniquement sur leurs caractéristiques internes, mais aussi sur les phénomènes importants qui se produisent dans les composés qu'ils forment."
"Je montrerai qu'il existe des problèmes de souveraineté, de fuites de données, d'inférences de comportements, de traçage, ou encore de conception des applications.",C2,"Je vais démontrer qu'il y a des problèmes de contrôle, de fuites de données, d'inférences de comportements, de suivi, et même de création d'applications."
L'heureuse proposition de cette importante réforme se trouve ainsi être d'autant plus décisive qu'elle vient de celui de tous les chimistes actuels qui a le plus et le mieux cultivé ce qu'on nomme la chimie organique.,C2,La proposition de cette grande réforme est très importante car elle vient de celui qui a le mieux étudié la chimie organique aujourd'hui.
"Il s'agit, non de la théorie des classifications, assez mal entendue par les chimistes, mais de l'art général des nom enclatures rationnelles, qui en est toutàfait indépendant, et dont la chimie, par la nature même de son objet, doit présenter de plus parfaits modèles qu'aucune autre science fondamentale.",C2,"Ce n'est pas la théorie des classifications qui intéresse les chimistes, mais plutôt l'art de créer des noms logiques pour les éléments chimiques, qui est tout à fait distinct de celle-ci. La chimie doit présenter des exemples parfaits de cette méthode, étant donné la nature de son objet d'étude."
"On ne pouvait citer aucune action condamnable ; on ne pouvait même m'en contester quelques-unes qui semblaient annoncer de la générosité ou du dévouement ; mais on disait que j'étais un homme immoral, un homme peu sûr : deux épithètes heureusement inventées pour insinuer les faits qu'on ignore, et laisser deviner ce qu'on ne sait pas.",C2,"On n'a pu trouver aucune action mauvaise, mais on disait que je n'étais pas un homme de bien. Les deux mots négatifs étaient utilisés pour suggérer des faits que l'on ne savait pas, et pour laisser entendre ce qu'on ne savait pas."
Nous dûmes nous excuser des propos que nous eûmes prononcés,C2,Nous devons nous excuser des mots que nous avons dits.
"Comme les divers élémens dont ils sont formés seraient nécessairem ent toujours plus ou moins susceptibles de produire entre eux d'autres combinaisons de différens ordres, on ne peut jamais avoir absolument, dans un tel genre d'analyse, la certitude directe qu'un ou plusieurs des prétendus principes immédiats qu'elle a fo urnis ne doivent pas leur origine aux réactions provoquées par l'opération analytique ellemême.",C2,"Parce que les éléments qui les composent peuvent toujours se combiner de manières différentes, on ne peut jamais être sûr de savoir si les principes qu'on a trouvés ne viennent pas de la façon dont on a analysé."
"Mais cet heureux artifice est tellement en harmonie avec la nature de la science chimique, que, dans son extrême imperfection actuelle, il la soutient en quelque sorte, en suppléant provisoirement, pour ainsi dire, à son défaut presque absolu de rationnalité véritable.",C2,"Cependant, cette merveilleuse invention est si bien adaptée à la nature de la chimie, qu'elle semble presque soutenir la science malgré ses imperfections actuelles."
"Mais, en outre, les phénomènes sociaux étant les plus compliqués et les plus particuliers de tous, leurs lois sont inévitablement subordonné es, par cela même, à celles de tous les ordres précédens, dont chacun y manifeste, plus ou moins explicitement, son influence propre.",C2,"En réalité, les phénomènes sociaux sont très complexes et différents de tous les autres, donc leurs lois sont influencées par toutes les autres lois qui existent déjà, et chaque phénomène a un peu de son propre style."
"La rupture de ces diverses harmonies, ou seulement leur perturbation un peu profonde, soit quant à la compo sition du milieu atmosphérique, ou des eaux, ou des terrains, etc., ne permettrait plus de concevoir rationnellement le développement social, même en supposant un désordre assez restreint pour que l'existence individuelle fût maintenue.",C2,"Si les différentes équilibres naturels sont perturbés, même légèrement, cela rendrait difficile de prévoir le développement des sociétés, même si le désordre était limité et que la vie des individus était préservée."
"Une exposition de soies, de satins et de velours, y épanouissait, dans une gamme souple et vibrante, les tons les plus délicats des fleurs : au sommet, les velours, d'un noir profond, d'un blanc de lait caillé ; plus bas, les satins, les roses, les bleus, aux cassures vives, se décolorant en pâleurs d'une tendresse infinie ; plus bas encore, les soies, toute l'écharpe de l'arc-en-ciel, des pièces retroussées en coques, plissées comme autour d'une taille qui se cambre, devenues vivantes sous les doigts savants des commis ; et, entre chaque motif, entre chaque phrase colorée de l'étalage, courait un accompagnement discret, un léger cordon bouillonné de foulard crème.",C2,"Une exposition de soies, de satins et de velours, avec des couleurs douces et vives, était là, avec des tons sombres et clairs, comme des fleurs. Les velours étaient noirs et blancs, les satins roses et bleus, et les soies étaient toutes les couleurs de l'arc-en-ciel. Entre chaque motif, il y avait un foulard crème."
"Néanmoins, afin de mieux signaler le véritable esprit de la chimie, il importe, sans doute, de considérer directement la définition la plus rationnelle, et, pour ainsi dire, la plus mathématique, dont une telle science soit suscepti ble, quoique, dans son état présent, elle ne puisse correspondre que très incomplétement à une semblable position générale de la question.",C2,"Malgré tout, il est important de considérer une définition plus logique et mathématique de la chimie pour mieux comprendre son essence. Cette approche permettrait de mieux représenter la nature de cette science, même si elle ne correspond pas encore parfaitement à cette position générale."
"Cette extrême imperfection de notre chimie tient sans doute essentiellement à la nature plus compliquée d'une telle science et à son plus récent développement; il se rait même entièrement chimérique d'espérer qu'elle puisse jamais atteindre à un état de rationalité aussi satisfaisant que celui des sciences relatives à des phénomènes plus simples, et spécialement de l'astronomie, vrai type éternel de la philosophie natu relle.",C2,"La grande complexité de la chimie est probablement due à sa nature plus complexe et à son développement récent. Il est presque impossible de croire qu'elle pourrait jamais atteindre un état aussi logique que les sciences qui étudient des phénomènes plus simples, comme l'astronomie, qui est le modèle idéal de la philosophie naturelle."
"L'impossibilité où l'on serait de les combiner de nouveau pour reproduire le corps primitif, ne saurait, évidemment, en un tel cas, jeter aucun doute légi time sur la réalité de la solution; à moins toutefois, ce qui doit être infiniment rare, qu'on n'eût des motifs valides de contester la simplicité effective de quelqu'un des élémens considérés.",C2,"Si on ne pouvait plus les réassembler pour retrouver l'état original, il n'y aurait aucun doute sur la validité de la solution, sauf si on avait des raisons solides de douter de la vraie simplicté d'un des éléments analysés."
"Or, d'après cette obligation, le degré de développement accordé, dans cet ouvrage, à l'examen philosophique de chaque science fondamentale, ne saurait ê tre exclusivement déterminé par son importance propre, ni par la multitude de faits intéressans qu'elle embrasse; il dépend nécessairement aussi, en grande partie, de sa perfection relative.",C2,"Donc, selon cette obligation, le niveau de développement donné à l'examen philosophique de chaque science fondamentale dans cet ouvrage ne peut pas uniquement être déterminé par sa propre importance ou par le nombre de faits intéressants qu'elle englobe. Il dépend aussi beaucoup de sa perfection par rapport aux autres sciences."
"Les prétendues solutions qu'on a coutume d'en déduire présentent évidemment le caractère essentiel des explications métaphysiques, la simple et naïve reproduction, en termes abstraits, de l'én oncé même du phénomène.",C2,"Les idées que l'on pense être les réponses à un problème sont souvent des versions simplifiées des explications philosophiques, qui tentent de décrire un phénomène complexe à l'aide de mots généraux."
"La chronologie antique ne prend sens que sur un large pourtour de la Méditerranée, de même que ce découpage spatial n'est pertinent comme entité géographique que durant cette période pendant laquelle la mer intérieure n'est pas vécue comme une limite.",C2,"Pour comprendre l'histoire ancienne, il faut regarder autour de la Méditerranée. Cette région était importante à cette époque, mais elle n'a pas de sens si on regarde plus loin."
"Néanmoins, il doit être incontestable que les phénomènes chimiques, surtout par contraste aux simples phénomènes physiques, présentent, en chaque cas, quelque chose de spécifique, ou, suivant l'énergique expression de Bergma nn, d'électif.",C2,"Malgré tout, il est clair que les réactions chimiques sont différentes des phénomènes physiques et qu'elles ont toujours quelque chose de spécial, comme le dit Bergmann avec force."
