Original,Difficulty,Simplified_0,Similarity_0,Difficulty_0,Simplified_1,Similarity_1,Difficulty_1,Simplified_2,Similarity_2,Difficulty_2,Simplified_3,Similarity_3,Difficulty_3,Simplified_4,Similarity_4,Difficulty_4,Simplified_5,Similarity_5,Difficulty_5,Simplified_6,Similarity_6,Difficulty_6,Simplified_7,Similarity_7,Difficulty_7,Simplified_8,Similarity_8,Difficulty_8,Simplified_9,Similarity_9,Difficulty_9
"L'esprit qui les an ime est directement opposé à celui qui dirigeait ses sages spéculations; ils veulent simplifier immodérément leur conception de la nature, sans trop s'inquiéter de sa réalité; Aristote, au contraire, n'hésita point à compliquer l'idée abstraite qu'on se fo rmait auparavant de la matière, uniquement pour la rendre plus réelle.",C2,"Les philosophes qui pensent simplement ne comprennent pas bien la nature, alors qu'Aristote préfère rendre les idées complexes pour qu'elles soient plus vraies.",0.91914,B2,"Les philosophes qui simplifient beaucoup ne voient pas tout, alors Aristote préfère expliquer en détail pour que les idées soient plus exactes.",0.8923482,B2,"Les philosophes qui simplifient beaucoup ne voient pas tout, alors Aristote pense qu'il faut expliquer bien pour que les idées soient justes.",0.9077125,C1,"Les philosophes qui simplifient beaucoup ne voient pas tout, donc Aristote pense qu'il faut expliquer bien pour que les idées soient justes.",0.9056888,C1,"Les philosophes qui simplifient beaucoup ne voient pas tout, donc Aristote pense qu'il faut expliquer bien pour que les idées soient justes.",0.9056888,C1,"Les philosophes qui simplifient beaucoup ne voient pas tout, donc Aristote pense qu'il faut expliquer bien pour que les idées soient justes.",0.9056888,C1,"Les philosophes qui simplifient beaucoup ne voient pas tout, donc Aristote pense qu'il faut expliquer bien pour que les idées soient justes.",0.9056888,C1,"Les philosophes qui simplifient beaucoup ne voient pas tout, donc Aristote pense qu'il faut expliquer bien pour que les idées soient justes.",0.9056888,C1,"Les philosophes qui simplifient beaucoup ne voient pas tout, donc Aristote pense qu'il faut expliquer bien pour que les idées soient justes.",0.9056888,C1,"Les philosophes qui simplifient beaucoup ne voient pas tout, donc Aristote pense qu'il faut expliquer bien pour que les idées soient justes.",0.9056888,C1
"La division, encore classique, des divers élémens en comburens et combustibles, et surtout la subdivision de ceuxci en métalliques et non métalliques, sont, évidemment, trop artificielles pour que les chimistes puissent les maintenir, si ce n'est provisoirement, jusqu'à la formation d'un véritable système naturel.",C2,"La classification des éléments en combustibles et métalliques est trop simpliste pour les chimistes, ils préfèrent attendre un système plus naturel.",0.8453434,B2,"Les chimistes disent que la classification des éléments en combustibles et métalliques est simpliste, ils veulent une méthode plus naturelle.",0.8642203,B2,"Les scientifiques qui étudient les éléments disent que diviser les éléments en combustibles et métalliques n'est pas très précis, ils veulent une autre façon de les classer.",0.89306736,B2,Les scientifiques qui étudient les éléments disent qu'il faut trouver une autre façon de les classer parce que diviser en combustibles et métalliques n'est pas très précis.,0.90255225,B2,Les scientifiques qui étudient les éléments disent qu'il faut trouver une autre façon de les classer parce que diviser en combustibles et métalliques n'est pas très précis.,0.90255225,B2,Les scientifiques qui étudient les éléments disent qu'il faut trouver une autre façon de les classer parce que diviser en combustibles et métalliques n'est pas très précis.,0.90255225,B2,Les scientifiques qui étudient les éléments disent qu'il faut trouver une autre façon de les classer parce que diviser en combustibles et métalliques n'est pas très précis.,0.90255225,B2,Les scientifiques qui étudient les éléments disent qu'il faut trouver une autre façon de les classer parce que diviser en combustibles et métalliques n'est pas très précis.,0.90255225,B2,Les scientifiques qui étudient les éléments disent qu'il faut trouver une autre façon de les classer parce que diviser en combustibles et métalliques n'est pas très précis.,0.90255225,B2,Les scientifiques qui étudient les éléments disent qu'il faut trouver une autre façon de les classer parce que diviser en combustibles et métalliques n'est pas très précis.,0.90255225,B2
"Le tout reposait sur une conscience claire, du moins chez les élites, de l'appartenance à une civilisation communce, conçue d'ailleurs comme indépassable et comme la seule vraie civilisation, fondée sur les valeurs du christianisme mais aussi du libéralisme des Lumières.",C2,"Tout dépendait de savoir que l'on faisait partie d'une même civilisation, qui était considérée comme la meilleure et unique, basée sur les valeurs du christianisme et du libéralisme des Lumières.",0.9659564,B2,"Pour tout aller bien, il fallait savoir que nous étions tous de la même équipe, qui pensait qu'elle était la meilleure et unique, basée sur les idées du christianisme et de la liberté des Lumières.",0.9359454,B1,"Pour tout fonctionner bien, il fallait se dire que nous étions tous d'accord et que notre groupe était le meilleur. Ça vient de l'idée que tout le monde est égal et que chacun a le droit de penser comme il le veut.",0.8594377,B1,"Pour que tout fonctionne bien, il fallait que tout le monde se sente d'accord et que notre groupe soit le meilleur. Cela vient de l'idée que tout le monde est égal et que chacun a le droit de penser comme il le veut.",0.828287,B1,"Pour que tout va bien, il faut que tout le monde soit d'accord et que notre groupe soit très bon. Cela vient de l'idée que tout le monde est important et qu'on peut penser comme on veut.",0.77549505,B1,"Pour que tout va bien, il faut que tout le monde soit d'accord et que notre groupe soit très bon. Cela signifie que tout le monde est important et qu'on peut penser comme on veut.",0.7807953,B1,"Pour que tout va bien, il faut que tout le monde soit d'accord et que notre groupe soit très bon. Cela veut dire que tout le monde compte et qu'on peut penser comme on veut.",0.7852489,B1,"Pour que tout va bien, il faut que tout le monde soit d'accord et que notre groupe soit très bon. Cela signifie que tout le monde compte et qu'on peut penser comme on veut.",0.7864171,B1,"Pour que tout va bien, il faut que tout le monde soit d'accord et que notre groupe soit très bon. Cela veut dire que tout le monde compte et qu'on peut penser comme on veut.",0.7852489,B1,"Pour que tout va bien, il faut que tout le monde soit d'accord et que notre groupe soit très bon. Cela signifie que tout le monde compte et qu'on peut penser comme on veut.",0.7864171,B1
"Le père de l'enfant s'en était allé six mois auparavant, victime de la fièvre : Guido Volkbein, Juif d'ascendance italienne, avait été à la fois un gourmet et un dandy, qui n'apparaissait jamais en public sans que le ruban de quelque distinction parfaitement inconnue ne teintât sa boutonnière d'un filet discret.",C2,"Le père de l'enfant est parti il y a six mois, il était malade. Il était un homme qui aimait la nourriture et s'habillait bien. Il portait toujours une étoile sur son manteau pour montrer qu'il avait gagné un prix.",0.9158009,A2,"L'enfant a perdu son papa il y a six mois, il était malade. Il aimait manger bien et se vêtir bien. Il avait une étoile sur son manteau parce qu'il avait gagné un prix.",0.9079831,B1,"L'enfant a perdu son papa il y a 6 mois, il était malade. Il aimait bien manger et bien se vêtir. Il avait une étoile sur son manteau parce qu'il avait gagné un prix.",0.90068835,B1,"L'enfant a perdu son papa il y a 6 mois, il était malade. Il aime bien manger et bien se vêtir. Il a une étoile sur son manteau parce qu'il a gagné un prix.",0.8900648,A2,"L'enfant a perdu son papa il y a 6 mois, il était malade. Il aime bien manger et bien se vêtir. Il a une étoile sur son manteau parce qu'il a gagné un prix.",0.8900648,A2,"L'enfant a perdu son papa il y a 6 mois, il était malade. Il aime bien manger et bien se vêtir. Il a une étoile sur son manteau parce qu'il a gagné un prix.",0.8900648,A2,"L'enfant a perdu son papa il y a 6 mois, il était malade. Il aime bien manger et bien se vêtir. Il a une étoile sur son manteau parce qu'il a gagné un prix.",0.8900648,A2,"L'enfant a perdu son papa il y a 6 mois, il était malade. Il aime bien manger et bien se vêtir. Il a une étoile sur son manteau parce qu'il a gagné un prix.",0.8900648,A2,"L'enfant a perdu son papa il y a 6 mois, il était malade. Il aime bien manger et bien se vêtir. Il a une étoile sur son manteau parce qu'il a gagné un prix.",0.8900648,A2,"L'enfant a perdu son papa il y a 6 mois, il était malade. Il aime bien manger et bien se vêtir. Il a une étoile sur son manteau parce qu'il a gagné un prix.",0.8900648,A2
Les resultats experimentaux montrent que le micro beton est defini par un état caracteristique qui separe deux types de comportement rheologique.,C2,Les essais montrent que le micro béton a un état spécial qui sépare deux façons dont il se comporte.,0.913194,B2,Les tests montrent que le micro béton a une propriété qui le fait agir différemment en deux situations.,0.9081477,B2,Les essais montrent que le micro béton a une caractéristique qui le fait agir différemment dans deux situations.,0.90946084,B2,Les tests montrent que le micro béton réagit différemment dans deux situations.,0.8821742,B2,Les essais montrent que le micro béton se comporte différemment dans deux situations.,0.8894441,B2,Les tests montrent que le micro béton réagit différemment dans deux situations.,0.8821742,B2,Les essais montrent que le micro béton se comporte différemment dans deux situations.,0.8894442,B2,Les tests montrent que le micro béton réagit différemment dans deux situations.,0.8821742,B2,Les essais montrent que le micro béton se comporte différemment dans deux situations.,0.8894442,B2,Les tests montrent que le micro béton réagit différemment dans deux situations.,0.8821742,B2
"Après de longs efforts, il parvint à se faire aimer ; et comme il ne m'avait point caché ses revers et ses peines, il se crut obligé de me communiquer ses succès : rien n'égalait ses transports et l'excès de sa joie.",C2,"Après de beaucoup de travail, il a réussi à être aimé par les autres. Et puisqu'il n'a pas caché ses problèmes, il a voulu me dire ses réussites : rien ne pouvait égaler son enthousiasme et son bonheur excessif.",0.93202,B1,"Après avoir travaillé beaucoup, il a été aimé par les autres. Il a dit qu'il avait des problèmes mais il voulait me dire ses bonnes nouvelles : il était très heureux et très enthousiaste.",0.8992171,B1,"Après avoir travailler beaucoup, il a été apprécié par les autres. Il a dit qu'il avait des problèmes mais il voulait me dire ses bonnes nouvelles : il était très content et très motivé.",0.88308465,B1,"Après avoir travailler beaucoup, il a été apprécié par les autres. Il a dit qu'il avait des problèmes mais il voulait me dire ses bonnes nouvelles : il était très content et très motivé.",0.88308465,B1,"Après avoir travailler beaucoup, il a été apprécié par les autres. Il a dit qu'il avait des problèmes mais il voulait me dire ses bonnes nouvelles : il était très content et très motivé.",0.88308465,B1,"Après avoir travailler beaucoup, il a été apprécié par les autres. Il a dit qu'il avait des problèmes mais il voulait me dire ses bonnes nouvelles : il était très content et très motivé.",0.88308465,B1,"Après avoir travailler beaucoup, il a été apprécié par les autres. Il a dit qu'il avait des problèmes mais il voulait me dire ses bonnes nouvelles : il était très content et très motivé.",0.88308465,B1,"Après avoir travailler beaucoup, il a été apprécié par les autres. Il a dit qu'il avait des problèmes mais il voulait me dire ses bonnes nouvelles : il était très content et très motivé.",0.88308465,B1,"Après avoir travailler beaucoup, il a été apprécié par les autres. Il a dit qu'il avait des problèmes mais il voulait me dire ses bonnes nouvelles : il était très content et très motivé.",0.88308465,B1,"Après avoir travailler beaucoup, il a été apprécié par les autres. Il a dit qu'il avait des problèmes mais il voulait me dire ses bonnes nouvelles : il était très content et très motivé.",0.88308465,B1
"Or, en appliquant ici la règle encyclopédique invariablement établie dans ce traité, de suivre toujours l a complication graduelle des phénomènes, on voit que cet ordre d'idées ne peut logiquement donner lieu qu'à ces deux motifs essentiels de distinctions chimiques principales: º la pluralité croissante des principes constituans (d'ailleurs médiats ou immédia ts), selon que les combinaisons sont ou binaires, ou ternaires, etc.",C2,"Donne moi une phrase simplifiée au niveau C1 tout en conservant son sens original [/INST] En utilisant la règle de l'encyclopédie, on voit que l'ordre des idées dans ce traité ne peut donner que deux motifs principaux pour les distinctions chimiques : la pluralité des éléments qui forment les substances et si ces éléments sont binaires ou ternaires, etc.",0.9625344,C2,"En utilisant la règle de l'encyclopédie, on voit que l'ordre des idées dans ce traité ne peut donner que deux motifs principaux pour les distinctions chimiques : la pluralité des éléments qui forment les substances et si ces éléments sont binaires ou ternaires, etc.""""""",0.97683406,C2,"En suivant les règles de l'encyclopédie, on peut voir que le livre parle de deux grandes raisons pour expliquer les différences chimiques : il y a plusieurs éléments dans les substances et si ces éléments sont en paires ou en groupes de trois, etc.",0.94794565,B2,"En utilisant les règles de l'encyclopédie, on peut voir que le livre dit que les différences chimiques sont dues à deux choses : il y a plusieurs éléments dans les substances et si ces éléments sont en paires ou en groupes de trois, etc.",0.93857765,B2,L'encyclopédie explique que les différences entre les substances sont dues à ce qu'elles ont plusieurs éléments et que ces éléments peuvent être en paires ou en groupes.,0.9029144,C1,L'encyclopédie dit que les substances sont différentes parce qu'elles ont des éléments et que ces éléments peuvent être en paires ou en groupes.,0.90391517,B2,L'encyclopédie dit que les choses sont différentes parce qu'elles ont des parties et que ces parties peuvent être en paires ou en groupes.,0.89583254,B2,L'encyclopédie dit que les choses sont différentes parce qu'elles ont des parties et que ces parties peuvent être en paires ou en groupes.,0.89583254,B2,L'encyclopédie dit que les choses sont différentes parce qu'elles ont des parties et que ces parties peuvent être en paires ou en groupes.,0.89583254,B2,L'encyclopédie dit que les choses sont différentes parce qu'elles ont des parties et que ces parties peuvent être en paires ou en groupes.,0.89583254,B2
Nous dûmes nous excuser des propos que nous eûmes prononcés,C2,On a dû se demander des excuses pour ce que nous avons dit.,0.8654482,B1,Nous avons dû dire des désolés pour ce que nous avons dit.,0.86870277,A2,Nous avons dit des excuses pour ce que nous avons dit.,0.88307214,A2,Nous avons dit des excuses pour ce que nous avons dit.,0.88307214,A2,Nous avons dit des excuses pour ce que nous avons dit.,0.8830722,A2,Nous avons dit des excuses pour ce que nous avons dit.,0.88307214,A2,Nous avons dit des excuses pour ce que nous avons dit.,0.88307214,A2,Nous avons dit des excuses pour ce que nous avons dit.,0.88307214,A2,Nous avons dit des excuses pour ce que nous avons dit.,0.88307214,A2,Nous avons dit des excuses pour ce que nous avons dit.,0.88307214,A2
"Un Chat, nommé Rodilardus, faisait de rats telle déconfiture, que l'on n'en voyait presque plus, tant il en avait mis dedans la sépulture.",C2,"Un chat appelé Rodilardus attrapait beaucoup de rats, donc il n'en restait presque plus dans la maison.",0.9313977,B1,"Un chat nommé Rodilardus attrapait beaucoup de souris, donc il n'en restait pas beaucoup dans la maison.",0.92581725,B1,"Rodilardus, un chat, attrapait beaucoup de souris, donc il n'en restait pas beaucoup chez lui.",0.9190518,B1,"Rodilardus, un chat, attrapait beaucoup de souris, donc il n'en restait pas beaucoup chez lui.",0.9190518,B1,"Rodilardus, un chat, attrapait beaucoup de souris, donc il n'en restait pas beaucoup chez lui.",0.9190518,B1,"Rodilardus, un chat, attrapait beaucoup de souris, donc il n'en restait pas beaucoup chez lui.",0.9190518,B1,"Rodilardus, un chat, attrapait beaucoup de souris, donc il n'en restait pas beaucoup chez lui.",0.9190518,B1,"Rodilardus, un chat, attrapait beaucoup de souris, donc il n'en restait pas beaucoup chez lui.",0.9190518,B1,"Rodilardus, un chat, attrapait beaucoup de souris, donc il n'en restait pas beaucoup chez lui.",0.9190518,B1,"Rodilardus, un chat, attrapait beaucoup de souris, donc il n'en restait pas beaucoup chez lui.",0.9190518,B1
"Les prétendues solutions qu'on a coutume d'en déduire présentent évidemment le caractère essentiel des explications métaphysiques, la simple et naïve reproduction, en termes abstraits, de l'én oncé même du phénomène.",C2,Les idées que l'on pense être les réponses ne sont que des versions simplifiées des idées profondes sur la vie.,0.9064043,B2,Les idées que l'on a ne sont que des versions simplifiées des grandes idées sur la vie.,0.87585795,B1,Les idées que l'on a sont comme les petites versions des grandes idées sur la vie.,0.87073135,B1,Les pensées que l'on a sont comme les petites versions des grandes idées sur la vie.,0.86883533,B1,Les pensées sont comme les petits morceaux des grandes idées sur la vie.,0.8362352,B1,Les idées sont comme des petits morceaux qui font la vie.,0.81442297,B1,Les idées sont comme des petits morceaux qui aident à vivre.,0.82290554,B1,Les idées sont comme des petits morceaux qui aident à comprendre.,0.83751065,B1,Les idées sont comme des petits morceaux qui aident à comprendre.,0.83751065,B1,Les idées sont comme des petits morceaux qui aident à comprendre.,0.83751065,B1
"J'espère, d'ailleurs, que de cette sévère et consciencieuse appréciation du véritable état de chaque science, il résultera, pour les bons esprits, une stimulation à la cultiver beaucoup plus qu'une répugnance à l'étudier: car, l'activité humaine doit être, sans doute, bien autr ement satisfaite en concevant les sciences comme naissantes et par suite, susceptibles, d'une manière presque indéfinie, de progrès larges et variés (ainsi que toutes le sont réellement plus ou moins), au lieu de les supposer parfaites, et, en conséquence, essentiellement immobiles, si ce n'est dans leurs développemens secondaires.",C2,"Je vais espérer que cette analyse approfondie et attentive de l'état actuel de chaque science conduira à une motivation accrue pour les étudier plutôt qu'à un dégoût pour les apprendre. Parce que l'activité humaine doit être satisfaite de voir les sciences comme en constante évolution et donc susceptibles de grand progrès, au lieu de les considérer comme parfaites et donc immobiles.",0.9422395,C2,"Je vais essayer que cette étude approfondie des sciences actuelles fasse vouloir les apprendre plutôt que de les détester. Parce que l'humanité doit être contente de voir les sciences changer et progresser, pas de les considérer comme parfaites et immobiles.",0.89030087,B2,"Je vais voir si cette étude sur les sciences actuelles me fait vouloir les apprendre plutôt que de les détester. Parce que l'humanité doit être contente de voir les sciences changer et progresser, pas de les considérer comme parfaites et immobiles.",0.8837401,B2,"Je vais voir si cette étude sur les sciences me fait vouloir les apprendre plutôt que de les détester. Parce que l'humanité doit être contente de voir les sciences changer et progresser, pas de les considérer comme parfaites et immobiles.",0.8814599,B2,"Je vais voir si cet article sur les sciences me fait aimer les apprendre plutôt que de les détester. Parce que les gens doivent être contents que les sciences changent et progresse, pas qu'elles soient dites parfaites et immobiles.",0.8658613,B2,"Je vais voir si cet article sur les sciences me fait aimer les apprendre plutôt que de les détester. Parce que les gens doivent être contents que les sciences changent et progresse, pas qu'elles soient dites parfaites et immobiles.",0.8658613,B2,"Je vais voir si cet article sur les sciences me fait aimer les apprendre plutôt que de les détester. Parce que les gens doivent être contents que les sciences changent et progresse, pas qu'elles soient dites parfaites et immobiles.",0.8658613,B2,"Je vais voir si cet article sur les sciences me fait aimer les apprendre plutôt que de les détester. Parce que les gens doivent être contents que les sciences changent et progresse, pas qu'elles soient dites parfaites et immobiles.",0.8658613,B2,"Je vais voir si cet article sur les sciences me fait aimer les apprendre plutôt que de les détester. Parce que les gens doivent être contents que les sciences changent et progresse, pas qu'elles soient dites parfaites et immobiles.",0.8658613,B2,"Je vais voir si cet article sur les sciences me fait aimer les apprendre plutôt que de les détester. Parce que les gens doivent être contents que les sciences changent et progresse, pas qu'elles soient dites parfaites et immobiles.",0.8658613,B2
"Mais, quelle que soit l'utilité réelle de ces estimables efforts, ils n'ont pas eu encore et ne sauraient jamais avoir un succès comparable à celui des illustres nomenclateurs de la chimie, même quand ils seraient mieux conçus et plus rationnellement dirigés qu'ils n'ont pu l'être jusqu'à présent; car la nature des phénomènes s'y oppose invinciblemen t. Ce n'est point, sans doute, accidentellement que la nomenclature chimique est si parfaite entre toutes les autres.",C2,"Mais quoi qu'il en soit de l'utilité de ces efforts, ils n'ont pas encore eu le même succès que les classifications de la chimie. La nature des phénomènes les empêche. La classification chimique est si parfaite parce que c'est pas par hasard.",0.95969516,C2,"Mais quoi qu'il en soit, ces efforts n'ont pas encore été aussi réussis que la classification en chimie. La nature des phénomènes les empêche. La classification chimique est si parfaite parce qu'elle n'est pas par hasard.",0.95120496,C2,"Malgré tout, ces efforts n'ont pas encore été aussi réussis que la classification en chimie. La nature des phénomènes les empêche. La classification chimique est si parfaite parce qu'elle n'est pas par hasard.",0.93328327,C2,"Bien que les efforts soient faits, ils ne sont pas aussi réussis que la classification en chimie. La nature des phénomènes les empêche. La classification chimique est si parfaite parce qu'elle n'est pas par hasard.",0.92632467,C2,"Malgré les efforts, la classification en chimie est mieux que les autres parce que la nature des phénomènes l'aide. La classification chimique est si parfaite parce qu'elle n'est pas par hasard.",0.9031944,C2,"Bien que cela soit difficile, la classification en chimie est meilleure que les autres parce que la nature des choses l'aide. La classification chimique est si parfaite parce qu'elle n'est pas par hasard.",0.9087403,B2,"Malgré le fait qu'elle soit difficile, la classification en chimie est meilleure que les autres parce que la nature des choses l'aide. La classification chimique est si parfaite parce qu'elle n'est pas par hasard.",0.91001356,B2,"Bien que cela soit difficile, la classification en chimie est meilleure que les autres parce que la nature des choses l'aide. La classification chimique est si parfaite parce qu'elle n'est pas par hasard.",0.9087403,B2,"Malgré le fait qu'elle soit difficile, la classification en chimie est meilleure que les autres parce que la nature des choses l'aide. La classification chimique est si parfaite parce qu'elle n'est pas par hasard.",0.91001356,B2,"Bien que cela soit difficile, la classification en chimie est meilleure que les autres parce que la nature des choses l'aide. La classification chimique est si parfaite parce qu'elle n'est pas par hasard.",0.9087403,B2
"La rupture de ces diverses harmonies, ou seulement leur perturbation un peu profonde, soit quant à la compo sition du milieu atmosphérique, ou des eaux, ou des terrains, etc., ne permettrait plus de concevoir rationnellement le développement social, même en supposant un désordre assez restreint pour que l'existence individuelle fût maintenue.",C2,"Si les différents équilibres naturels sont perturbés, même légèrement, cela rendrait difficile de prévoir le développement des sociétés, même si la situation était assez contrôlée pour que les individus puissent vivre.",0.9197216,B2,"Si les écosystèmes changent un peu, cela rend difficile de savoir comment les sociétés vont évoluer, même si les gens ont un peu de contrôle sur leur vie.",0.84389913,B1,"Si les endroits où vivent les animaux et les plantes changent, cela rend difficile de savoir comment les gens vont vivre, même si ils peuvent un peu contrôler leur vie.",0.8543053,B1,"Si les habitats des animaux et des plantes changent, cela rend difficile de savoir comment les gens vont vivre, même si ils peuvent un peu contrôler leur vie.",0.8554708,B1,"Si les endroits où vivent les animaux et les plantes changent, cela rend difficile de savoir comment les gens vont vivre, même si ils peuvent un peu contrôler leur vie.",0.8543054,B1,"Si les habitats des animaux et des plantes changent, cela rend difficile de savoir comment les gens vont vivre, même si ils peuvent un peu contrôler leur vie.",0.8554708,B1,"Si les endroits où vivent les animaux et les plantes changent, cela rend difficile de savoir comment les gens vont vivre, même si ils peuvent un peu contrôler leur vie.",0.8543054,B1,"Si les habitats des animaux et des plantes changent, cela rend difficile de savoir comment les gens vont vivre, même si ils peuvent un peu contrôler leur vie.",0.8554708,B1,"Si les endroits où vivent les animaux et les plantes changent, cela rend difficile de savoir comment les gens vont vivre, même si ils peuvent un peu contrôler leur vie.",0.8543054,B1,"Si les habitats des animaux et des plantes changent, cela rend difficile de savoir comment les gens vont vivre, même si ils peuvent un peu contrôler leur vie.",0.8554708,B1
"Le travail d'Alain Reynaud sur la Chine des Zhou orientaux, où l'on comprend que l'unification du monde des Han découle de la configuration géographique des principautés et de leur situation dans l'ensemble des sociétés de l'Eurasie orientale, peut être considéré comme la première oeuvre de cette géohistoire postbraudélienne.",C2,L'étude d'Alain Reynaud sur la Chine des Zhou orientaux montre comment l'unification de la Chine par les Han est liée à la géographie et à la position des principautés dans l'Eurasie orientale. Cette recherche peut être considérée comme le début de la géohistoire après Braudel.,0.98141444,C2,L'étude d'Alain Reynaud sur la Chine des Zhou orientaux montre comment l'unification de la Chine par les Han a été influencée par la géographie et la position des principautés en Eurasie orientale. Cette recherche est considérée comme le début de la géohistoire après Braudel.,0.9754714,C2,L'étude d'Alain Reynaud sur la Chine des Zhou orientaux montre comment l'unification de la Chine par les Han a été influencée par la géographie et la position des principautés en Eurasie orientale. Cette recherche est considérée comme le début de la géohistoire après Braudel.,0.9754714,C2,L'étude d'Alain Reynaud sur la Chine des Zhou orientaux montre comment l'unification de la Chine par les Han a été influencée par la géographie et la position des principautés en Eurasie orientale. Cette recherche est considérée comme le début de la géohistoire après Braudel.,0.97547144,C2,L'étude d'Alain Reynaud sur la Chine des Zhou orientaux montre comment l'unification de la Chine par les Han a été influencée par la géographie et la position des principautés en Eurasie orientale. Cette recherche est considérée comme le début de la géohistoire après Braudel.,0.97547144,C2,L'étude d'Alain Reynaud sur la Chine des Zhou orientaux montre comment l'unification de la Chine par les Han a été influencée par la géographie et la position des principautés en Eurasie orientale. Cette recherche est considérée comme le début de la géohistoire après Braudel.,0.97547144,C2,L'étude d'Alain Reynaud sur la Chine des Zhou orientaux montre comment l'unification de la Chine par les Han a été influencée par la géographie et la position des principautés en Eurasie orientale. Cette recherche est considérée comme le début de la géohistoire après Braudel.,0.97547144,C2,L'étude d'Alain Reynaud sur la Chine des Zhou orientaux montre comment l'unification de la Chine par les Han a été influencée par la géographie et la position des principautés en Eurasie orientale. Cette recherche est considérée comme le début de la géohistoire après Braudel.,0.97547144,C2,L'étude d'Alain Reynaud sur la Chine des Zhou orientaux montre comment l'unification de la Chine par les Han a été influencée par la géographie et la position des principautés en Eurasie orientale. Cette recherche est considérée comme le début de la géohistoire après Braudel.,0.97547144,C2,L'étude d'Alain Reynaud sur la Chine des Zhou orientaux montre comment l'unification de la Chine par les Han a été influencée par la géographie et la position des principautés en Eurasie orientale. Cette recherche est considérée comme le début de la géohistoire après Braudel.,0.97547144,C2
"Un battement de ses paupières, et elle me regarda sans me voir, et ce fut la gloire et le printemps et le soleil et la mer tiède et sa transparence près du rivage et ma jeunesse revenue, et le monde était né, et je sus que personne avant elle, ni Adrienne, ni Aude, ni Isolde, ni les autres de ma splendeur et jeunesse, toutes d'elle annonciatrices et servantes.",C2,"En ouvrant les yeux, elle me regarda sans me voir, et cela fut comme la beauté de la vie, le soleil, la mer et ma jeunesse renaissant. Personne avant elle n'avait été aussi belle et je savais que c'était elle qui avait tout créé.",0.9405212,B1,"Quand elle a ouvert les yeux, elle a regardé sans me voir, et cela a été comme si la beauté de la vie était là, comme le soleil, la mer et ma jeunesse. Personne avant elle n'était aussi belle et je savais qu'elle avait tout créé.",0.9237066,B1,"Quand elle a ouvert les yeux, elle a regardé sans me voir et cela lui a semblé que la beauté de la vie était là, comme le soleil, la mer et sa jeunesse. Personne avant elle n'était aussi belle et elle savait qu'elle avait tout créé.",0.9223384,B1,"Quand elle a ouvert les yeux, elle a vu quelque chose de beau et elle a pensé qu'elle était la plus belle. Personne avant elle n'était aussi belle et elle savait qu'elle avait tout créé.",0.8595902,B1,"Quand elle a ouvert les yeux, elle a vu quelque chose de beau et elle a pensé qu'elle était la plus belle. Elle savait qu'elle avait tout créé.",0.86991143,B1,"Quand elle a ouvert les yeux, elle a vu quelque chose de beau et elle a pensé qu'elle était la plus belle. Elle savait qu'elle avait tout créé.",0.86991143,B1,"Quand elle a ouvert les yeux, elle a vu quelque chose de beau et elle a pensé qu'elle était la plus belle. Elle savait qu'elle avait tout créé.",0.86991143,B1,"Quand elle a ouvert les yeux, elle a vu quelque chose de beau et elle a pensé qu'elle était la plus belle. Elle savait qu'elle avait tout créé.",0.86991143,B1,"Quand elle a ouvert les yeux, elle a vu quelque chose de beau et elle a pensé qu'elle était la plus belle. Elle savait qu'elle avait tout créé.",0.86991143,B1,"Quand elle a ouvert les yeux, elle a vu quelque chose de beau et elle a pensé qu'elle était la plus belle. Elle savait qu'elle avait tout créé.",0.86991143,B1
Telles sont les deux améliorations fondamentales que la philosophie chimique doit aller puiser aujourd'hui dans la philosophie biologique.,C2,Les deux principales améliorations que la chimie doit prendre aujourd'hui viennent de la philosophie de la biologie.,0.947785,B2,Les deux grands progrès que la chimie doit faire aujourd'hui viennent de ce que la biologie en pense.,0.9369341,B2,Les deux grandes avancées de la chimie viennent de ce que la biologie les dit.,0.883417,B2,Les deux grandes avancées de la chimie sont dues à ce que la biologie les dit.,0.8793946,B2,Les deux grandes avancées de la chimie sont dues à ce que la biologie les a aidées.,0.90977573,B2,La chimie a beaucoup avancé grâce à ce que la biologie l'a aidée.,0.8631557,B1,La chimie a beaucoup progressé grâce à ce que la biologie l'a aidée.,0.86569667,B1,La chimie a beaucoup avancé grâce à ce que la biologie l'a aidée.,0.8631557,B1,La chimie a beaucoup progressé grâce à ce que la biologie l'a aidée.,0.86569667,B1,La chimie a beaucoup avancé grâce à ce que la biologie l'a aidée.,0.8631557,B1
