Sentence,Difficulty,Simplified
"Il est très bon en mathématiques et en astronomie, et il aurait pu faire des découvertes importantes qui durent longtemps.",B1,"Il est très bon en mathématiques et en astronomie, et il aurait pu faire des découvertes importantes qui durent longtemps."
La science en question pourrait être trop liée à son origine pour qu'on puisse la diviser sans créer des problèmes.,B2,La science en question est peut-être trop liée à son origine pour qu'on puisse la diviser sans avoir des problèmes.
"En réalité, le livre m'a aidé à comprendre l'histoire de l'opéra. Il parlait de chaque partie de la pièce et avait des idées qui disparaissaient vite avec la musique.",B1,"En fait, le livre m'a aidé à comprendre l'histoire de l'opéra. Il parlait de chaque partie de la pièce et avait des idées qui disparaissaient vite avec la musique."
"Depuis longtemps, les gens ont des opinions différentes sur ce qui existe, mais ils se disputent sur la meilleure façon de le comprendre.",B1,"Depuis longtemps, les gens ont des idées différentes sur ce qui existe, mais ils se disputent sur la meilleure façon de le comprendre."
"Elle était parfois en silence et pensait beaucoup, mais quand elle parlait, elle parlait fort.",B1,"Elle était parfois en silence et pensait beaucoup, mais quand elle parlait, elle parlait fort."
"Donc, il y a beaucoup de choses à faire pour bien comprendre cette question importante de la philosophie chimique.",B1,"Donc, il y a beaucoup de choses à faire pour bien comprendre cette question importante de la philosophie chimique."
"Mon papa a toujours demandé à M. Legrandin des explications sur ses actions, mais il n'a jamais tout dit. Si on l'avait interrogé plus longtemps, il aurait peut-être appris quelque chose de nouveau sur la Normandie. Il aurait dû nous donner une lettre pour que nous puissions nous faire connaître, mais il aurait été timide à l'idée que nous pourrions en tirer un avantage si nous l'avions utilisé.",B1,"Mon papa a toujours demandé à M. Legrandin des explications sur ce qu'il faisait, mais il n'a jamais tout dit. Si on l'avait interrogé plus longtemps, il aurait peut-être appris quelque chose de nouveau sur la Normandie. Il aurait dû nous donner une lettre pour que nous puissions nous faire connaître, mais il aurait été timide à l'idée que nous pourrions en tirer un avantage si nous l'avions utilisé."
"Mais il faut être prudent avec ça, sinon ça ne va pas bien.",B1,"Mais il faut être prudent avec ça, sinon ça ne va pas bien."
"Quand des substances se mélangent, elles peuvent faire des réactions chimiques si elles sont dans un état comme le gaz ou le liquide.",B2,"Quand des substances se mélangent, elles peuvent faire des réactions chimiques si elles sont dans un état comme le gaz ou le liquide."
"Quand les amis vont en vacances, ils peuvent avoir des problèmes. Kassák a des disputes avec son ami le sculpteur Gödrös qui ne parle pas bien l'allemand.",B1,"Quand les amis vont en vacances, ils peuvent avoir des problèmes. Kassák a des disputes avec son ami le sculpteur Gödrös qui ne parle pas bien l'allemand."
Le moteur Wankel est un moteur différent qui utilise un triangle pour faire tourner l'arbre moteur avec l'énergie de la combustion du carburant.,B2,Le moteur Wankel est un moteur spécial qui utilise un triangle pour faire tourner l'arbre moteur avec l'énergie de la combustion du carburant.
"Donc, une bonne théorie de la physiologie des sensations dit que les organes du goût et de l'odorat sont comme des scientifiques qui découvrent comment les choses se forment et se décomposent.",C2,"Donc, une bonne théorie de la physiologie des sensations dit que les organes du goût et de l'odorat sont comme des scientifiques qui découvrent comment les choses se forment et se décomposent."
La deuxième partie parle des choses que font les cellules.,B1,La deuxième partie parle des choses que font les cellules.
"Pour savoir combien d'un élément simple est dans un nouveau produit chimique, on utilise un nombre qui dépend de chaque élément simple. En utilisant peu de règles, on peut souvent deviner avec une certaine précision la composition d'un nouveau produit à partir de ses éléments connus.",B2,"Pour savoir combien d'un élément simple est dans un nouveau produit chimique, on utilise un nombre qui dépend de chaque élément simple. En utilisant peu de règles, on peut souvent deviner avec une certaine précision la composition d'un nouveau produit à partir de ses éléments connus."
"Certains gens restent avec leurs amis parce qu'ils sont paresseux ou parce qu'ils aiment rester dans leur groupe. Ils ne vivent pas vraiment les joies de la vie et appellent les distractions médiocres et les ennuis supportables ""joies"".",B2,"Quelques gens restent avec leurs amis parce qu'ils sont paresseux ou parce qu'ils aiment rester dans leur groupe. Ils ne vivent pas vraiment les joies de la vie et appellent les distractions médiocres et les ennuis supportables ""joies""."
"Il est passé à gauche sans hésiter. Il marchait sur le sol dur et ça faisait un bruit régulier, ce qui le calma. Mais il avait beaucoup de pensées dans la tête.",B1,"Il est passé à gauche sans hésiter. Il marchait sur le sol dur et ça faisait un bruit régulier, ce qui le calma. Mais il avait beaucoup de pensées dans la tête."
Ça montre comment on peut faire un problème de chimie avec des règles.,B1,Ça montre comment on peut faire un problème de chimie avec des règles.
Les Juifs jouent autrement.,B2,Les Juifs ont des coutumes différentes.
"Dans les vieux maisons, il y a des jardins à l'arrière. Les jardins sont petits et sombres. Un peu de lumière vient du ciel à travers une petite fenêtre.",B1,"Dans les vieux maisons, il y a des jardins à l'arrière. Les jardins sont petits et sombres. Un peu de lumière vient du ciel à travers une petite fenêtre."
"Pour moi, il est très important de montrer tout ce qui peut aider à être clair et positif. Je pense que cela aide les gens à mieux comprendre et à résoudre les problèmes.",B1,"Pour moi, il est très important de montrer tout ce qui peut aider à être clair et positif. Je pense que cela aide les gens à mieux comprendre et à résoudre les problèmes."
Cette femme rit et dit des blagues.,B1,Cette femme rit et dit des blagues.
Je dis dans un autre livre que la physique est difficile à comprendre parce qu'il y a beaucoup de maths.,B1,Je dis dans un autre livre que la physique est difficile à comprendre parce qu'il y a beaucoup de maths.
Les lois chimiques nous aident à comprendre comment les gens vivent avec leur environnement. Donne moi une phrase simplifiée au niveau B1 tout en conservant au maximum son sens original.,B2,Les lois chimiques nous aident à comprendre comment les gens vivent avec leur environnement. Donne moi une phrase simplifiée au niveau B1 tout en conservant au maximum son sens original.
"Si on regarde ce qui se passe dans le monde, on voit que certaines choses changent. Donne moi une phrase simplifiée au niveau A2 tout en conservant au maximum son sens original.",B1,"Si on regarde ce qui se passe dans le monde, on voit que certaines choses changent. Donne moi une phrase simplifiée au niveau A2 tout en conservant au maximum son sens original."
"Pour aider à résoudre ce problème, il dit qu'il faut travailler moins, partager plus et aider les autres.",B1,"Pour aider à résoudre ce problème, il dit qu'il faut travailler moins et aider les autres."
Cette question est très importante dans la deuxième partie du livre.,B1,Cette question est très importante dans la deuxième partie du livre.
"Donc, cette question en philosophie chimique est très importante. Elle parle des corps simples, mais elle ne fonctionne pas si on ne les regarde pas directement. Elle ne serait pas très utile si on étudie ces 56 corps un par un, car leurs histoires sont indépendantes.",B2,"Donc, cette question en philosophie chimique est très importante. Elle parle des corps simples, mais elle ne fonctionne pas si on ne les regarde pas directement. Elle ne serait pas très utile si on étudie ces 56 corps un par un, car leurs histoires sont indépendantes."
Les nouvelles idées en science ne nous disent pas beaucoup sur comment enseigner aux scientifiques intelligents.,B2,Les nouvelles idées en science ne nous disent pas beaucoup sur comment enseigner aux scientifiques intelligents.
"On ne sait pas si un élément chimique est bon ou mauvais seul, mais aussi quand il se mélange avec d'autres pour faire des choses.",B1,"On ne sait pas si un élément chimique est bon ou mauvais seul, mais aussi quand il se mélange avec d'autres pour faire des choses."
"Je vais montrer que les données, les choix et comment faire des applications ont des problèmes.",B1,"Je vais montrer que les données, les choix et comment faire des applications ont des problèmes."
"Quand on sait bien la chimie, on peut faire des expériences jolies.",B1,"Quand on sait bien la chimie, on peut faire des expériences cool."
"Les scientifiques qui étudient les éléments chimiques ne se concentrent pas sur où ils se trouvent, mais sur les noms qu'ils ont. C'est différent de la classification. La chimie doit expliquer comment on donne des noms à ces éléments avec des exemples clairs, car elle étudie des éléments très spécifiques.",B2,"Les scientifiques qui étudient les éléments chimiques ne se concentrent pas sur où ils se trouvent, mais sur les noms qu'ils ont. C'est différent de la classification. La chimie doit expliquer comment on donne des noms à ces éléments avec des exemples clairs, car elle étudie des éléments très spécifiques."
"Nous n'avons pas fait de mauvaises choses, mais on disait que je n'étais pas un bon enfant. Les mots qui ne sont pas bien ne disent pas tout ce que l'on fait.",B1,"Nous n'avons pas fait de mauvaises choses, mais on disait que je n'étais pas un bon enfant. Les mots qui ne sont pas bien ne disent pas tout ce que l'on fait."
Il faut être gentil quand on parle.,A1,Il faut être gentil quand on parle.
"Parce que les règles changent beaucoup, on ne sait pas si elles sont bonnes ou pas parce qu'on les a vu de différentes façons.",B1,"Parce que les règles changent souvent, on ne sait pas si elles sont bonnes ou pas parce qu'on les a vues de différentes façons."
"Mais cette idée est très bonne pour la chimie et ça semble aider la science, même si elle a des problèmes.",B1,"Mais cette idée est très bonne pour la chimie et ça aide la science, même si elle a des problèmes."
Les amis ont des relations différentes. Elles changent parce que les gens sont différents. Chaque personne a un peu son propre style.,B1,Les amis ont des relations différentes. Elles changent parce que les gens sont différents. Chaque personne a un peu son propre style.
"Si on touche un peu les plantes et les animaux, on ne sait pas tout à fait comment les gens vont vivre, mais tout n'est pas très différent.",B1,"Si on touche un peu les plantes et les animaux, on ne sait pas tout à fait comment les gens vont vivre, mais tout n'est pas très différent."
"Il y avait une exposition de soies, de satins et de velours avec des couleurs douces et vives. Les velours étaient noirs et blancs, les satins roses et bleus, et les soies étaient toutes les couleurs de l'arc-en-ciel. Entre chaque motif, il y avait un foulard crème.",B1,"Il y avait une exposition de soies, de satins et de velours avec des couleurs douces et vives. Les velours étaient noirs et blancs, les satins roses et bleus, et les soies étaient toutes les couleurs de l'arc-en-ciel. Entre chaque motif, il y avait un foulard crème."
"On doit parler de la chimie avec des maths pour mieux comprendre ce qu'elle est. Cela aiderait à montrer ce qu'elle est vraiment, même si elle n'est pas tout à fait parfaite.",B1,"On doit utiliser des maths pour mieux comprendre la chimie. Cela aiderait à montrer ce qu'elle est vraiment, même si elle n'est pas tout à fait parfaite."
"La chimie est difficile parce qu'elle parle de choses très compliquées et qu'elle change souvent. Elle n'est pas aussi simple que l'astronomie, qui montre comment les choses se passent dans le ciel.",B1,"La chimie est difficile parce qu'elle parle de choses très compliquées et qu'elle change souvent. Elle n'est pas aussi simple que l'astronomie, qui montre comment les choses se passent dans le ciel."
"Si on ne peut plus les réparer, on sait qu'ils sont cassés, mais on peut avoir des doutes.",B1,"Si on ne peut plus les réparer, on sait qu'ils sont cassés, mais on peut avoir des doutes."
"Donc, on ne sait pas si une science est importante ou si elle est intéressante sans savoir comment elle est étudiée dans un livre. Ça dépend aussi de sa qualité par rapport aux autres sciences.",B1,"Donc, on ne sait pas si une science est importante ou si elle est intéressante sans savoir comment elle est étudiée dans un livre. Ça dépend aussi de sa qualité par rapport aux autres sciences."
Les idées que l'on a sur quelque chose sont souvent plus faciles à comprendre.,B1,On pense souvent que les idées sont plus faciles à comprendre.
"Pour savoir comment il était avant, on regarde près de la mer Méditerranée. Il y avait beaucoup d'importance là-bas, mais ça ne dit pas tout si on regarde plus loin.",B1,"Pour comprendre comment il était avant, on regarde près de la mer Méditerranée. Il y avait beaucoup d'importance là-bas, mais ça ne dit pas tout si on regarde plus loin."
"Les réactions chimiques sont pas les mêmes que les choses qui se font dans la nature et elles sont très cool, comme dit Bergmann.",B1,"Les réactions chimiques sont pas comme les choses qui se font dans la nature et elles sont très cool, dit Bergmann."
Savoir comment les choses sont liées aide à comprendre ce qui se passe.,B1,Savoir comment les choses sont liées aide à comprendre ce qui se passe.
"Elle a dit oui à son mari, mais elle ne voulait pas ça vraiment.",A2,"Elle a dit oui à son mari, mais elle ne voulait pas ça vraiment."
"J'ai étudié en profondeur chaque partie du discours pour comprendre les idées importantes de la philosophie chimique. Ensuite, je vais les résumer de manière plus concise en disant que l'idée principale de la chimie est que tout est composé de parties plus petites.",B2,"J'ai beaucoup regardé chaque partie du discours pour savoir ce que la philosophie chimique veut dire. Ensuite, je vais dire en quelques mots ce qu'elle dit, c'est que tout est fait de petits morceaux."
"Si quelque chose est cassé, on peut essayer de le réparer, mais ça peut être difficile.",B1,"Si quelque chose est cassé, on peut essayer de le réparer, mais ça peut être difficile."
"Les gens ne voulaient pas aller loin de chez eux avant que l'Europe ne soit très peuplée au 19ème siècle. Donc, ils pensaient que ces nouveaux endroits étaient comme des parties de l'Europe.",B1,"Les gens ne voulaient pas aller loin de chez eux avant que l'Europe ne soit très peuplée au 19ème siècle. Donc, ils pensaient que ces nouveaux endroits étaient comme des parties de l'Europe."
"Selon Dzinkowski en 2000, beaucoup de scientifiques pensent que les entreprises sont appréciées pour leurs idées et inventions (Dzinkowski, 2000).",C1,"Selon Dzinkowski en 2000, beaucoup de scientifiques pensent que les entreprises sont appréciées pour leurs idées et inventions (Dzinkowski, 2000)."
"Pensé à des choses qui ne sont pas vraies, très grandes, c'est ce que la philosophie doit faire.",B1,"Penser à des choses qui ne sont pas vraies, très grandes, c'est ce que la philosophie doit faire."
"Beaucoup de philosophes modernes qui aiment la nature utilisent l'histoire de la nature pour critiquer l'idée que les éléments chimiques sont simples. Cuvier est le plus connu. Cette objection est assez précise, mais pas suffisante.",C2,"Beaucoup de philosophes modernes qui aiment la nature utilisent l'histoire de la nature pour critiquer l'idée que les éléments chimiques sont simples. Cuvier est le plus connu. Cette objection est assez précise, mais pas suffisante."
"Dès que j'ai mangé, j'ai ressenti un calme.",B1,"Dès que j'ai mangé, j'ai ressenti un calme."
"En comparant ces phénomènes aux événements astronomiques, j'ai montré dans le livre précédent qu'ils sont moins généraux, car ils ne se produisent pas dans toutes les situations, car ils dépendent toujours de certaines conditions.",C2,"En comparant ces phénomènes aux événements astronomiques, j'ai montré dans le livre précédent qu'ils sont moins généraux, car ils ne se produisent pas dans toutes les situations, car ils dépendent toujours de certaines conditions."
"Les scientifiques disent que la Terre a des problèmes avec son sol et cela pourrait arriver bientôt. Les gens qui étudiaient la nature il y a longtemps, avant la science, pourraient avoir eu une idée de cela, mais ils ne savaient pas vraiment comment l'expliquer avec l'astrologie et l'alchimie.",B2,"Les scientifiques pensent que la Terre a des problèmes avec son sol et cela pourrait arriver bientôt. Les gens qui étudiaient la nature il y a longtemps, avant la science, pourraient avoir eu une idée de cela, mais ils ne savaient pas vraiment comment l'expliquer avec l'astrologie et l'alchimie."
"Après avoir pensé à la chimie, on peut mieux comprendre où elle se situe. Cela nous aide à savoir où elle se place par rapport aux autres sciences.",B1,"Après avoir pensé à la chimie, on peut mieux comprendre où elle se situe. Cela nous aide à savoir où elle se place par rapport aux autres sciences."
Je ne pouvais pas dormir et apprendre en même temps.,A2,Je ne dormais pas et je ne pouvais pas apprendre en même temps.
Il faut parler des erreurs dans les expériences scientifiques pour les corriger.,B2,On doit parler des erreurs dans les expériences scientifiques pour les corriger.
"Il est clair que quand on examine cette idée de ressemblances de près, on ne peut pas manquer de voir que cette théorie n'est en réalité qu'une tentative, qui échoue, de comprendre la nature des réactions chimiques, aussi profonde que les essences qu'on cherchait autrefois pour les phénomènes plus simples.",C2,"Il est évident que quand on examine cette idée de ressemblances de près, on ne peut pas manquer de voir que cette théorie n'est en réalité qu'une tentative, qui échoue, de comprendre la nature des réactions chimiques, aussi profonde que les essences qu'on cherchait autrefois pour les phénomènes plus simples."
"Finalement, il y a des gens qui ont des doutes sur les choses, ils parlent de stoïcisme et disent que penser qu'une chose est vraie dépend de qui la pense.",B2,"En fin de compte, il y a des gens qui ont des doutes sur les choses, ils parlent de stoïcisme et disent que penser qu'une chose est vraie dépend de qui la pense."
Je vais parler de chimie beaucoup dans ma conversation. Ça parle de où elle se situe et comment elle est organisée.,B1,Je vais parler de chimie beaucoup. Ça parle de où elle se situe et comment elle est organisée.
Les Français aiment leurs traditions. Ils aiment aussi apprendre des autres pays.,B1,Les Français aiment leurs traditions. Ils aiment aussi apprendre des autres pays.
"Si quelque chose ne va pas bien, on demande de l'aide.",A2,"Si quelque chose ne va pas bien, on demande de l'aide."
"Si on ne sait pas bien la physique, on dit que la chimie est difficile.",B1,"Si on ne comprend pas bien la physique, on dit que la chimie est difficile."
La chimie est un sujet de science qui est facile à comprendre.,B1,La chimie est un sujet de science qui est facile à comprendre.
"La philosophie pense que la physique n'est pas aussi utile pour les chimistes que l'astronomie, même si elle est plus liée à elle.",B1,"La philosophie pense que la physique n'est pas aussi utile pour les chimistes que l'astronomie, même si elle est plus liée à elle."
La suite de cette série suit toutes les règles connues pour les éléments et leurs principaux composés.,C1,La suite de cette série suit toutes les règles connues pour les éléments et leurs principaux composés.
"Finalement, il faut vraiment regarder la situation. On n'a pas encore tout vérifié, donc on ne sait pas si tout va bien.",B1,"Finalement, il faut vraiment regarder la situation. On n'a pas encore tout vérifié, donc on ne sait pas si tout va bien."
Il faut bien écouter ce que l'on a dit avant.,A2,Il est important de bien écouter ce que l'on a dit avant.
"Il y a beaucoup de choses à apprendre en chimie, donc il est difficile de les simplifier tout en les comprenant bien.",B1,"Il y a beaucoup de choses à apprendre en chimie, donc ça peut être difficile de les comprendre bien."
"Il y a beaucoup de types de substances organiques, même si elles sont simples. Ça pourrait faire penser qu'il n'y a pas beaucoup à apprendre en chimie.",B1,"Il y a beaucoup de types de substances organiques, même si elles sont simples. Ça pourrait faire penser qu'il n'y a pas beaucoup à apprendre en chimie."
Le marquis ne veut pas que son fils Fabrice va chez les jésuites. Il pense que c'est pas bon pour l'Italie. Il ne sait pas comment faire pour que son fils continue d'apprendre avec ça.,B1,Le marquis ne veut pas que son fils Fabrice va chez les jésuites. Il pense que c'est pas bon pour l'Italie. Il ne sait pas comment faire pour que son fils continue d'apprendre avec ça.
"Quelle que soit l'idée sur la Terre, il y a peut-être des choses partout, mais on ne peut pas les voir vraiment.",B1,"Quelle que soit l'idée sur la Terre, il y a peut-être des choses partout, mais on ne les voit pas vraiment."
M. Ampère pense que c'est important et son livre aide à apprendre.,B1,M. Ampère pense que c'est important et son livre l'aide à apprendre.
"Quand elle me voit, elle se tait tout de suite.",B1,"Quand elle me voit, elle se tait tout de suite."
