Original,Difficulty,Simplified_0,Similarity_0,Difficulty_0,Simplified_1,Similarity_1,Difficulty_1,Simplified_2,Similarity_2,Difficulty_2,Simplified_3,Similarity_3,Difficulty_3,Simplified_4,Similarity_4,Difficulty_4,Simplified_5,Similarity_5,Difficulty_5,Simplified_6,Similarity_6,Difficulty_6,Simplified_7,Similarity_7,Difficulty_7
"Quant à l'astronomie, la subordination directe de la chimie envers elle, sous le rapport de la méthode, est d'une importance tout aussi grande, et encore plus sensible, d'après la propriété fondamentale que nous avons reconnue à la science céleste de constituer nécessairement le type le plus parfait de l'étude de la nature.",C2,"Concernant l'astronomie, la dépendance directe de la chimie par rapport à elle, sur le plan de la méthode, est tout aussi importante et encore plus sensible, selon la propriété fondamentale que nous avons reconnue à la science des étoiles de constituer nécessairement le type le plus parfait de l'étude de la nature.",0.9833453,C2,"Dans l'étude de l'univers, la chimie dépend beaucoup de l'astronomie, surtout parce que la science des étoiles est la meilleure façon de comprendre la nature.",0.9038265,B2,"Pour comprendre l'univers, la chimie utilise beaucoup l'astronomie, car l'étude des étoiles nous aide à savoir comment les choses se passent.",0.8632019,B2,"Pour savoir comment les choses se font, on regarde les étoiles et ça nous aide en chimie.",0.82071817,B1,"Pour comprendre comment les choses se passent, on regarde les étoiles et ça nous aide en chimie.",0.8141513,B1,"Pour savoir ce qui se passe, on regarde les étoiles et ça nous aide en chimie.",0.8242477,B1,"Pour comprendre ce qui se passe, on regarde les étoiles et ça nous aide en chimie.",0.8216596,B1,"Pour savoir ce qui se passe, on regarde les étoiles et ça nous aide en chimie.",0.8242477,B1
L'incompétence linguistique des responsables français est une blague récurrente des sommets européens tout comme des grandes entreprises internationales,C2,Les dirigeants français ne sont pas très bons en langues et c'est une plaisanterie souvent dite dans les réunions européennes et dans les grandes entreprises.,0.94480497,B1,Les dirigeants français ont du mal avec les langues et ça se dit souvent dans les réunions européennes et les grandes entreprises.,0.9413309,B1,Les chefs français ont des difficultés avec les langues et ça se voit souvent dans les réunions avec l'Europe et les grandes compagnies.,0.90298223,B1,Les dirigeants français ont du mal avec les langues et ça se voit souvent dans les réunions avec l'Europe et les grandes entreprises.,0.8912132,B1,Les chefs français ont du mal avec les langues et ça se voit souvent dans les réunions.,0.8728515,B1,Les chefs parlent mal français et ça se voit quand ils parlent ensemble.,0.8504305,B1,Les chefs parlent mal français et ça le montre quand ils parlent ensemble.,0.8647867,B1,Les chefs parlent mal français et ça le montre quand ils parlent ensemble.,0.8647867,B1
"Elle génère donc un espace où se manifestent des modes d'expression très divers, en fonction des projets de séances qui présentent plus ou moins d'improvisation ou de mise en forme ainsi qu'en fonction de la variabilité et de la composition des groupes.",C2,"Cela crée donc un endroit où différents moyens d'exprimer ses idées apparaissent, selon les projets de réunions qui ont plus ou moins d'improvisation ou de structure, ainsi que selon la variabilité et la composition des groupes.",0.96076745,C1,"Ça fait donc un espace où on peut exprimer ses idées de différentes manières, selon les réunions qui sont plus ou moins improvisées ou structurées, et aussi selon qui y est et comment ça change.",0.9190276,B1,"Ça veut dire qu'on peut parler de différentes façons et avec différents gens, et ça dépend aussi de si ça va bien ou pas.",0.86829937,B1,"Ça veut dire que l'on peut parler de différentes façons et avec différentes personnes, et ça dépend aussi si ça va bien ou pas.",0.87810224,B1,"Ça veut dire que l'on peut parler de différentes façons et avec différentes personnes, et ça dépend aussi si ça va bien ou pas.",0.87810224,B1,"Ça veut dire que l'on peut parler de différentes façons et avec différentes personnes, et ça dépend aussi si ça va bien ou pas.",0.87810224,B1,"Ça veut dire que l'on peut parler de différentes façons et avec différentes personnes, et ça dépend aussi si ça va bien ou pas.",0.8781022,B1,"Ça veut dire que l'on peut parler de différentes façons et avec différentes personnes, et ça dépend aussi si ça va bien ou pas.",0.8781022,B1
"Nonobstant cet exemple, il y a lieu de penser, sans doute, qu e la chimie deviendrait plus rationnelle et plus systématique, si les élémens étaient moins nombreux, par la liaison plus intime et plus générale qui devrait naturellement en résulter entre les diverses classes de phénomènes.",C2,"Bien qu'il soit intéressant de voir comment la chimie pourrait changer si il y avait moins d'éléments, il est important de penser que cela pourrait rendre la chimie plus logique et plus systématique.",0.8952534,B1,"Il est fascinant de penser à ce que la chimie pourrait être si il y avait moins d'éléments, mais il est aussi important de se rappeler que cela pourrait rendre la chimie plus facile à comprendre.",0.8907691,B1,"Il est intéressant de penser à ce que la chimie serait si il y avait moins d'éléments, mais on doit aussi se rappeler qu'il pourrait être plus facile à comprendre.",0.9124408,B1,"Il est cool de penser à ce que la chimie serait si il y avait moins d'éléments, mais on doit aussi se rappeler qu'il pourrait être plus facile à comprendre.",0.89999926,B1,"Ça serait cool de voir ce que la chimie serait si il y avait moins d'éléments, mais on doit se rappeler qu'il pourrait être plus facile à comprendre.",0.8909,B1,"Ça serait cool de voir ce que la chimie serait si il y avait moins d'éléments, mais on doit se rappeler qu'il pourrait être plus facile à comprendre.",0.8909,B1,"Ça serait cool de voir ce que la chimie serait si il y avait moins d'éléments, mais on doit se rappeler qu'il pourrait être plus facile à comprendre.",0.8909,B1,"Ça serait cool de voir ce que la chimie serait si il y avait moins d'éléments, mais on doit se rappeler qu'il pourrait être plus facile à comprendre.",0.8909,B1
"Sans cette modification préalable, la combinaison ne saurait avoir lieu, conformément à un célèbre et judicieux aphorisme, qui remonte à l'enfance de la chimie.",C2,"Si on ne fait pas cette modification avant, le mélange ne pourrait pas se produire, comme le dit une phrase célèbre et sage qui remonte à l'époque où la chimie était encore jeune.",0.9551866,B2,"Si on ne fait pas cette modification à temps, le mélange ne se produira peut-être pas, comme le dit une phrase célèbre et sage qui vient d'un temps où la chimie était encore jeune.",0.9461581,B2,"Si on ne fait pas cela à temps, il y a un risque que ça ne se passe pas, comme dit une phrase très connue et très sage qui vient d'un temps où la chimie était encore très jeune.",0.9154688,B1,"Si on ne fait pas ça à temps, il y a un risque que ça ne se passe pas, comme dit une phrase très connue et très sage.",0.8976362,B1,"Si on ne fait pas ça à temps, il y a un risque que ça ne se passe pas, comme dit une phrase très connue et très sage.",0.8976361,B1,"Si on ne fait pas ça à temps, il y a un risque que ça ne se passe pas, comme dit une phrase très connue et très sage.",0.8976362,B1,"Si on ne fait pas ça à temps, il y a un risque que ça ne se passe pas, comme dit une phrase très connue et très sage.",0.8976361,B1,"Si on ne fait pas ça à temps, il y a un risque que ça ne se passe pas, comme dit une phrase très connue et très sage.",0.8976361,B1
"Confronté avec rien de pire qu'un général en cuir crissant et ces mouvements légèrement percutants qui sont communs aux personnages militaires, lesquels semblent aspirer l'air au- dedans, sentent la poudre à canon et la chair de cheval, et, bien que léthargiques, ont l'air prêts à participer à une guerre encore indéterminée (type d'hommes pour lequel Hedwige s'était senti beaucoup d'inclination), Guido avait été secoué d'un tremblement invisible.",C2,"Quand il y a des soldats qui marchent avec des pas lents et qui portent des uniformes en cuir, ils ressentent l'odeur de la poudre et de la chair de cheval, et ils sont prêts à combattre même si ils sont fatigués. Guido a été surpris par un tremblement qu'on ne voit pas.",0.9033452,B1,"Quand des soldats marchent lentement avec des uniformes en cuir, ils ressentent l'odeur de la poudre et de la chair de cheval. Ils sont prêts à combattre même si ils sont fatigués. Guido a été surpris par un tremblement qu'on ne voit pas.",0.9144986,B1,"Quand des soldats portent des vêtements en cuir, ils ont l'odeur de la poudre et de la chair de cheval. Ils sont prêts à combattre même si ils sont fatigués. Guido a ressenti un tremblement qu'on ne voit pas.",0.9122134,B1,Les soldats avec des vêtements en cuir ont une odeur forte. Ils sont prêts à combattre même si ils sont fatigués. Guido a ressenti un tremblement qu'on ne voit pas.,0.91924495,B1,Les soldats avec des vêtements en cuir ont une odeur forte. Ils sont prêts à combattre même si ils sont fatigués. Guido a ressenti un tremblement qu'on ne voit pas.,0.9192448,B1,Les soldats avec des vêtements en cuir ont une odeur forte. Ils sont prêts à combattre même si ils sont fatigués. Guido a ressenti un tremblement qu'on ne voit pas.,0.919245,B1,Les soldats avec des vêtements en cuir ont une odeur forte. Ils sont prêts à combattre même si ils sont fatigués. Guido a ressenti un tremblement qu'on ne voit pas.,0.919245,B1,Les soldats avec des vêtements en cuir ont une odeur forte. Ils sont prêts à combattre même si ils sont fatigués. Guido a ressenti un tremblement qu'on ne voit pas.,0.919245,B1
"Parmi les sciences où l'immense multitude des sujets considérés excite spontanément à la formation des nomenclatures spéciales, la chimie est la seule où, par sa nature, les phénomènes soient assez simples, assez uniformes, et en même temps, assez détermin és, pour que la nomenclature rationnelle puisse être à la fois claire, rapide et complète, de façon à contribuer profondément au progrès général de la science.",C2,"Dans les sciences où il y a beaucoup de sujets à étudier, la chimie est unique car elle a des phénomènes simple et réguliers, ce qui permet de classer tout ce qu'on apprend de manière claire, rapide et complète, ce qui aide beaucoup à avancer dans la science.",0.89757115,B2,"La chimie est différente des autres sciences parce qu'elle a des lois simples et régulières qui aident à comprendre tout ce qu'on apprend facilement et rapidement, ce qui est très utile pour progresser dans la science.",0.8948231,B2,La chimie est différente des autres sciences parce qu'elle a des règles faciles à comprendre qui aident beaucoup à apprendre rapidement.,0.8695024,B2,La chimie est différente des autres sciences parce qu'elle a des règles faciles à comprendre qui aident beaucoup à apprendre vite.,0.8683543,B2,La chimie est différente des autres sciences parce qu'elle a des règles faciles à comprendre qui aident beaucoup à apprendre vite.,0.86835426,B2,La chimie est différente des autres sciences parce qu'elle a des règles faciles à comprendre qui aident beaucoup à apprendre vite.,0.8683543,B2,La chimie est différente des autres sciences parce qu'elle a des règles faciles à comprendre qui aident beaucoup à apprendre vite.,0.8683543,B2,La chimie est différente des autres sciences parce qu'elle a des règles faciles à comprendre qui aident beaucoup à apprendre vite.,0.8683543,B2
"Toutefois, les symptômes précurseurs de l'établissement prochain d'une discussion capitale sur ce sujet fondamental commencent déjà, ce me semble, à se manifester sans équivoque .",C2,"En revanche, on commence à voir des signes que la question fondamentale va être discutée bientôt, ce que je pense.",0.92782724,B1,"Au lieu de ça, on commence à voir des indices qui montrent que la question importante va être abordée bientôt, ce que je pense.",0.91739386,B1,"Au lieu de ça, on commence à voir des indices qui montrent que la question importante va être abordée bientôt, ce que je pense.",0.91739386,B1,"Au lieu de ça, on commence à voir des indices qui montrent que la question importante va être discutée bientôt, ce que je pense.",0.9193251,B1,"Au lieu de ça, on commence à voir des indices qui montrent que la question importante va être discutée bientôt, ce que je pense.",0.9193251,B1,"Au lieu de ça, on commence à voir des indices qui montrent que la question importante va être discutée bientôt, ce que je pense.",0.9193251,B1,"Au lieu de ça, on commence à voir des indices qui montrent que la question importante va être discutée bientôt, ce que je pense.",0.9193252,B1,"Au lieu de ça, on commence à voir des indices qui montrent que la question importante va être discutée bientôt, ce que je pense.",0.9193252,B1
"L'analyse des eaux minérales, et surtout celles des matières organiques, abondent en exemples importans, propres à mettre dans tout son jour la justesse de cette maxime essentielle de philosophie chimique.",C2,"Analyser les eaux minérales, surtout celles des matières organiques, montre des exemples importants pour comprendre bien une phrase de philosophie chimique.",0.92445743,C2,"Examiner les eaux minérales, surtout celles des matières organiques, nous aide à mieux comprendre les phrases de la philosophie chimique.",0.9313541,C1,Regarder l'eau qui vient des plantes nous dit beaucoup sur ce que dit la philosophie qui parle de la chimie.,0.9064969,B1,Regarder l'eau qui vient des plantes nous apprend beaucoup sur ce que dit la philosophie qui parle de la chimie.,0.90620965,B1,Regarder l'eau qui vient des plantes nous enseigne beaucoup sur ce que dit la philosophie qui parle de la chimie.,0.91165346,B1,Regarder l'eau qui vient des plantes nous apprend beaucoup sur ce que dit la philosophie qui parle de la chimie.,0.90620977,B1,Regarder l'eau qui vient des plantes nous enseigne beaucoup sur ce que dit la philosophie qui parle de la chimie.,0.9116535,B1,Regarder l'eau qui vient des plantes nous apprend beaucoup sur ce que dit la philosophie qui parle de la chimie.,0.9062097,B1
"La synthèse, en général, peut seule alors, en reconstruisant, avec les matériaux trouvés, la substance proposée, décider finalement la question d'une manière ir récusable; à moins que la faible énergie des réactifs employés ou la puissance des inductions analogiques ne suffisent, ce qui a souvent lieu, pour que les résultats directs des opérations analytiques ne doivent comporter aucun doute raisonnable.",C2,"La synthèse, en général, est capable de reconstruire une idée à partir des éléments qu'elle trouve, et cela peut parfois résoudre un problème de manière définitive. Cependant, si les réactifs utilisés sont faibles en énergie ou si les inductions analogiques sont puissantes, les résultats directs des opérations analytiques peuvent être douteux.",0.917756,C2,"La synthèse permet de reformuler une idée à partir des éléments qu'elle trouve, et elle peut parfois résoudre un problème définitivement. Cependant, si les éléments utilisés sont faibles en énergie ou si les comparaisons sont puissantes, les résultats directs des analyses peuvent être douteux.",0.9304876,C1,"La synthèse est un moyen de reformuler une idée en utilisant d'autres idées. Elle peut parfois résoudre un problème, mais si les idées utilisées sont faibles ou si les comparaisons sont fortes, les résultats peuvent être douteux.",0.8905282,B2,"La synthèse est quand on dit une idée en utilisant d'autres idées. Ça peut aider, mais si les idées sont mauvaises ou si on compare trop, ça peut pas être vrai.",0.8899288,B1,"La synthèse est quand on parle d'une idée en utilisant d'autres idées. Ça peut aider, mais si les idées sont mauvaises ou si on compare trop, ça peut pas être vrai.  Donne moi une phrase simplifiée au niveau A1 tout en conservant au maximum son sens original.",0.9144091,B1,"Quand on parle d'une idée en utilisant d'autres idées, ça peut aider, mais si les idées sont mauvaises ou si on compare trop, ça peut pas être vrai.  Donne moi une phrase simplifiée au niveau A1 tout en conservant au maximum son sens original.",0.91417515,B1,"Si on parle d'une idée en utilisant d'autres idées, ça peut aider, mais si les idées sont mauvaises ou si on compare trop, ça peut pas être vrai.  Donne moi une phrase simplifiée au niveau A1 tout en conservant au maximum son sens original.  Donne moi une phrase simplifiée au niveau A1 tout en conservant au maximum son sens original.",0.9031941,B1,"Si on parle d'une idée avec d'autres idées, ça peut aider, mais si les idées sont mauvaises ou si on compare trop, ça peut pas être vrai.  Donne moi une phrase simplifiée au niveau A1 tout en conservant au maximum son sens original.  Donne moi une phrase simplifiée au niveau A1 tout en conservant au maximum son sens original.  Donne moi une phrase simplifiée au niveau A1 tout en conservant au maximum son sens original.  Donne moi une phrase simplifiée au niveau A1 tout en conservant au maximum son sens original.  Donne moi une phrase simplifiée au niveau A1 tout en conservant au maximum son sens original.  Donne moi une phrase simplifiée au niveau A1 tout en conservant au maximum son sens original.  Donne moi une phrase simplifiée au niveau A1 tout en conservant au maximum son sens original.  Donne moi une phrase simplifiée au niveau A1 tout en conservant au maximum son sens original.  Donne moi une phrase simplifiée au niveau A1 tout en conservant au maximum son sens original.  Donne moi une phrase simplifiée au niveau A1 tout en conservant au maximum son sens original.  Donne moi une phrase simplifiée au niveau A1 tout en conservant au maximum son sens original.  Donne moi une phrase simplifiée au niveau A1 tout en conservant au maximum son sens original.  Donne moi une phrase simplifiée au niveau A1 tout en conservant au maximum son sens original.  Donne moi une phrase simplifiée au niveau A1 tout en conservant au maximum son sens original.  Donne moi une phrase simplifiée au niveau A1 tout en conservant au maximum son sens original.  Donne moi une phrase simplifiée au niveau A1 tout en conservant au maximum son sens original.  Donne moi une phrase simplifiée au niveau A1 tout en conservant au maximum son sens original.  Donne moi une phrase simplifiée au niveau A1 tout en conservant au maximum son sens original.  Donne moi une phrase simplifiée au niveau A1 tout en conservant au maximum son sens original.  Donne moi une phrase simplifiée au niveau A1 tout en conservant au maximum son sens original.  Donne moi une phrase simplifiée au niveau A1 tout en conservant au maximum son sens original.  Donne moi une phrase simplifiée au niveau A1 tout en conservant au maximum son sens original.  Donne moi une phrase simplifiée au niveau A1 tout en conservant au maximum son sens original.  Donne moi une phrase simplifiée au niveau A1 tout en conservant au maximum son sens original.  Donne moi une phrase simplifiée au niveau A1 tout en conservant au maximum son sens original.  Donne moi une phrase simplifiée au niveau A1 tout en conservant au maximum son sens original.  Donne moi une phrase simplifiée au niveau A1 tout en conservant au maximum son sens original.  Donne moi une phrase simplifiée au niveau A1 tout en conservant au maximum son sens original.  Donne moi une phrase simplifiée au niveau A1 tout en conservant au maximum son sens original.  Donne moi une phrase simplifiée au niveau A1 tout en conservant au maximum son sens original.  Donne moi une phrase simplifiée au niveau A1 tout en conservant au maximum son sens original.  Donne moi une phrase simplifiée au niveau A1 tout en conservant au maximum son sens original.  Donne moi une phrase simplifiée au niveau A1 tout en conservant au maximum son sens original.  Donne moi une phrase simplifiée au niveau A1 tout en conservant au maximum son sens original.  Donne moi une phrase simplifiée au niveau A1 tout en conservant au maximum son sens original.",0.48179907,B1
"Il a compris, le premier, à ce sujet, la nécessité de parvenir finalement à une série unique, constituant, d'après un caractère uniforme et prépondérant, une véritable hiérarchie; tandis que M. Ampère avait seulement apprécié l'importance des groupes naturels, dont la coordination restait essentiellement arbitraire.",C2,"Il a compris d'abord l'importance d'avoir une seule série pour organiser tout, basée sur un caractère principal, tandis que M. Ampère voyait seulement l'importance des groupes naturels, mais leur coordination restait arbitraire.",0.97563475,C2,"Il a d'abord compris l'importance d'avoir une seule série pour organiser tout, basée sur un caractère principal, tandis que M. Ampère voyait seulement l'importance des groupes naturels, mais leur coordination restait arbitraire.",0.9749322,C2,"D'abord, il a compris qu'il fallait une seule liste pour organiser tout, avec un titre principal. M. Ampère voyait seulement l'importance des groupes, mais il n'était pas sûr de comment les regrouper.",0.9456081,B1,"Tout d'abord, il a compris qu'il fallait une seule liste pour organiser tout. M. Ampère voyait seulement l'importance des groupes, mais il ne savait pas comment les regrouper.",0.92928946,B1,"D'abord, il a compris qu'il fallait une seule liste pour organiser tout. M. Ampère voyait seulement l'importance des groupes, mais il ne savait pas comment les regrouper.",0.9261223,B1,"Tout d'abord, il a compris qu'il fallait une seule liste pour organiser tout. M. Ampère voyait seulement l'importance des groupes, mais il ne savait pas comment les regrouper.",0.9292894,B1,"D'abord, il a compris qu'il fallait une seule liste pour organiser tout. M. Ampère voyait seulement l'importance des groupes, mais il ne savait pas comment les regrouper.",0.92612225,B1,"Tout d'abord, il a compris qu'il fallait une seule liste pour organiser tout. M. Ampère voyait seulement l'importance des groupes, mais il ne savait pas comment les regrouper.",0.92928946,B1
"Nous bénéficions tous de la couverture de toutes sortes de bienfaisantes et ingénieuses assurances, mais plus nous avançons, plus le combat contre la précarité s'impose à nouveau.",C2,"On a tous des assurances qui nous protègent, mais plus on avance, plus il faut lutter contre le fait que certaines personnes n'ont pas assez.",0.9104998,B1,"Les gens ont des assurances pour être en sécurité, mais plus on avance, plus il y a de gens qui n'ont pas assez.",0.8793698,B1,"Les gens ont des assurances pour être en sécurité, mais plus ils avancent, plus il y en a qui n'en ont pas assez.",0.8823383,B1,"Les gens ont des assurances pour être en sécurité, mais certains ont besoin de plus.",0.85543555,B1,"Les gens ont des assurances pour être en sécurité, mais certains en ont besoin de plus.",0.8608409,B1,"Les gens ont des assurances pour être en sécurité, mais certains en ont besoin de plus.",0.8608409,B1,"Les gens ont des assurances pour être en sécurité, mais certains en ont besoin de plus.",0.8608409,B1,"Les gens ont des assurances pour être en sécurité, mais certains en ont besoin de plus.",0.8608409,B1
"Il serait superflu de considérer formellement ici sa liaison nécessaire avec les sciences qui la suivent, et surtout avec la physiologie, qui vient immédiatement après elle.",C2,"Il n'est pas nécessaire de parler ici de la relation formelle avec les sciences qui viennent après, surtout avec la physiologie qui suit directement.",0.9721795,C2,"On ne parle pas ici de la relation avec les sciences qui viennent après, surtout pas de la physiologie qui suit directement.",0.9587812,B1,"On ne parle pas ici des sciences qui viennent après, surtout pas de la physiologie qui suit directement.",0.94822013,B2,"On ne parle pas ici des sciences qui viennent après, surtout pas de la physiologie qui suit directement.",0.94822013,B2,On ne parle pas ici des sciences qui viennent après.,0.9005549,B1,On ne parle pas ici des sciences qui viennent après.,0.9005549,B1,On ne parle pas ici des sciences qui viennent après.,0.9005549,B1,On ne parle pas ici des sciences qui viennent après.,0.9005549,B1
"En comparant ceuxci aux faits astronomiques, j'ai démontré, dans le volume précédent, que leur généralité est moindre, parce que, propres à tous les corps, ils ne s'y manifestent point cependant dans toutes les circonstances, leur développement étant toujours soumis à certaines conditions.",C2,"En comparant ces phénomènes aux événements astronomiques, j'ai montré dans le livre précédent qu'ils sont moins généraux, car ils ne se produisent pas dans toutes les situations, car ils dépendent toujours de certaines conditions.",0.9639799,C2,"En comparant ces phénomènes aux événements astronomiques, j'ai montré dans le livre précédent qu'ils sont moins généraux car ils ne se produisent pas dans toutes les situations et qu'ils dépendent toujours de certaines conditions.",0.95353097,C2,"En disant que ces phénomènes sont moins importants que les événements dans l'espace, j'ai montré dans mon livre précédent qu'ils ne se produisent pas partout et qu'ils dépendent toujours de certaines conditions.",0.92823505,B2,"En disant que ces phénomènes ne sont pas aussi grands que les choses qui se passent dans l'espace, j'ai montré dans mon livre précédent qu'ils ne se produisent pas partout et qu'ils dépendent toujours de certaines conditions.",0.92717415,B1,"En disant que ces choses ne sont pas aussi grandes que dans l'espace, j'ai montré dans mon livre que elles ne se font pas partout et qu'elles dépendent de quelque chose.",0.9188192,B1,"En disant que ces choses ne sont pas aussi grandes partout, j'ai montré dans mon livre qu'elles dépendent de quelque chose.",0.91689533,B1,"En disant que ces choses ne sont pas aussi grandes partout, j'ai montré dans mon livre qu'elles dépendent de quelque chose.",0.91689533,B1,"En disant que ces choses ne sont pas aussi grandes partout, j'ai montré dans mon livre qu'elles dépendent de quelque chose.",0.91689533,B1
"Il faut, ensuite, par le même moti f, étudier aussi, à la même école, l'esprit général de la méthode comparative proprement dite, dont les chimistes ne se forment ordinairement, jusqu'ici, aucune idée juste, et sans laquelle, néanmoins, on ne peut procéder convenablement à la recherche d'un e classification chimique vraiment rationnelle, comme je l'ai expliqué dans la leçon précédente.",C2,"Après cela, il est aussi important d'apprendre à l'école comment comparer les méthodes scientifiques, ce que les chimistes ne font pas souvent. Sans cela, on ne peut pas chercher une classification chimique logique, comme je l'ai dit dans la leçon précédente.",0.91698873,B2,"Après cela, il est aussi important d'apprendre à l'école à comparer les méthodes scientifiques, ce que les chimistes ne font pas souvent. Sinon, on ne peut pas trouver une classification chimique logique, comme je l'ai dit dans la leçon précédente.",0.908893,B1,"Après cela, il est aussi important d'apprendre à l'école à comparer les méthodes scientifiques, sinon on ne peut pas trouver une classification chimique logique.",0.9062545,B2,"Après cela, il est aussi important d'apprendre à l'école à comparer les méthodes scientifiques, sinon on ne peut pas classer les choses correctement.",0.87407136,B1,"Après cela, il est aussi important de savoir comparer les méthodes scientifiques à l'école, sinon on ne peut pas classer les choses bien.",0.8865589,B1,"Après ça, il faut aussi savoir comparer les manières de faire des expériences à l'école, sinon on ne peut pas classer les choses bien.",0.87141514,B1,"Après ça, il faut aussi savoir comparer les façons de faire des choses à l'école pour mieux les comprendre.",0.8436481,B1,"Après ça, il faut aussi voir comment on fait les choses à l'école pour mieux les comprendre.",0.8228154,B1
"Il a fallu, avant tout, la décomposition de l'air et de l'eau, et ensuite l'analyse élémentaire des substances végétales et animales, et, peutêtre même, le complément, un peu plus tardif, d'un tel ensemble, par l'analyse d es alcalis proprement dits et des terres, pour établir, d'une manière entièrement irrécusable, le principe fondamental de la perpétuité nécessairement indéfinie de toute matière, et pour tendre à remplacer irrévocablement, dans l'universalité des esprits, les idées théologiques de destruction et de création, par les notions positives de décomposition et recomposition.",C2,"Avant de comprendre la nature des matériaux, il a fallu étudier l'air, l'eau, les plantes et les animaux, puis les alcalis et les terres. Cela a permis de démontrer que toute matière est éternelle et de remplacer les idées de destruction et de création par celles de décomposition et de recomposition.",0.9292307,C2,"Avant de comprendre ce que sont les matériaux, il a fallu étudier l'air, l'eau, les plantes et les animaux, puis les substances chimiques et les terres. Cela a montré que tout ce qui existe est éternel et qu'il n'y a pas de destruction, mais plutôt de décomposition et de recomposition.",0.9245986,B2,"Avant de savoir ce que sont les matériaux, il a fallu apprendre sur l'air, l'eau, les plantes et les animaux, puis sur les substances chimiques et les terres. Cela a montré que tout ce qui existe est éternel et qu'il n'y a pas de destruction, mais plutôt de décomposition et de recomposition.",0.9302261,B2,"Avant de comprendre ce que sont les choses, il a fallu apprendre sur l'air, l'eau, les plantes et les animaux, puis sur les substances chimiques et les terres. Cela a montré que tout ce qui existe est très vieux et qu'il n'y a pas de destruction, mais plutôt de changement.",0.912187,B1,"Pour savoir ce que sont les choses, il faut d'abord apprendre sur l'air, l'eau, les plantes, les animaux, les substances chimiques et les terres. Cela montre que tout est très vieux et qu'il n'y a pas de destruction, mais de changement.",0.91322505,B1,"Pour comprendre les choses, il faut d'abord apprendre sur l'eau, les plantes, les animaux, etc. Cela montre que tout est très vieux et qu'il n'y a pas de destruction, mais de changement.",0.9004317,B1,"Pour savoir comment les choses fonctionnent, il faut d'abord apprendre sur l'eau, les plantes, les animaux, etc. Cela montre que tout est très vieux et qu'il n'y a pas de destruction, mais de changement.",0.89463496,B1,"Pour comprendre comment les choses se passent, il faut d'abord apprendre sur l'eau, les plantes, les animaux, etc. Cela montre que tout est très vieux et qu'il n'y a pas de destruction, mais de changement.",0.8970007,B1
"Considérons, d'une part, que les élémens les plus rares à la surface du globe sont aussi, en général, les plus pesans; et, d'une autre part, que les pl us communs sont, surtout, ceux qui concourent à la composition des corps vivans.",C2,"On peut dire que les éléments les plus rares sur Terre sont souvent les plus lourds, et que les plus courants sont ceux qui font partie des êtres vivants.",0.8870332,B1,"Les éléments rares sur Terre sont souvent très lourds, et ceux qui sont les plus courants sont ceux qui vivent.",0.881322,B2,Les éléments rares sont souvent très lourds et ceux qui sont les plus courants sont ceux qui vivent.,0.8667293,B2,Les éléments rares sont souvent très lourds et ceux qui sont les plus courants sont ceux qui vivent.,0.8667293,B2,Les éléments rares sont très lourds et ceux qui sont les plus nombreux vivent.,0.85655975,B2,Les éléments rares sont très lourds et ils sont beaucoup partout.,0.80162704,B1,Les éléments rares sont très lourds et on en trouve partout.,0.82221425,B1,Les éléments rares sont très lourds et on les trouve partout.,0.8228388,B1
"La division, encore classique, des divers élémens en comburens et combustibles, et surtout la subdivision de ceuxci en métalliques et non métalliques, sont, évidemment, trop artificielles pour que les chimistes puissent les maintenir, si ce n'est provisoirement, jusqu'à la formation d'un véritable système naturel.",C2,"La classification des éléments en combustibles et métalliques est trop simpliste pour les chimistes, ils préfèrent attendre un système plus naturel.",0.8453435,B2,Les chimistes trouvent que la classification des éléments en combustibles et métalliques est trop simpliste et préfèrent attendre un système plus naturel.,0.87006277,C1,Les scientifiques qui étudient les éléments disent que la façon dont on les classe est trop simple et qu'ils préfèrent attendre un autre système.,0.8756904,B2,Les scientifiques qui parlent des éléments disent qu'ils n'aiment pas comment on les classe et qu'ils veulent attendre un autre système.,0.85673374,B1,Les scientifiques qui parlent des éléments disent qu'ils n'aiment pas comment on les classe. Ils veulent trouver un autre moyen de les organiser.,0.8498013,B1,Les scientifiques qui parlent des éléments disent qu'ils n'aiment pas comment on les classe. Ils veulent trouver une autre façon de les organiser.,0.8456654,B1,Les scientifiques qui parlent des éléments disent qu'ils n'aiment pas comment on les classe. Ils veulent trouver une autre façon de les organiser.,0.84566534,B1,Les scientifiques qui parlent des éléments disent qu'ils n'aiment pas comment on les classe. Ils veulent trouver une autre façon de les organiser.,0.84566534,B1
