Sentence,Difficulty,Simplified,Similarity,Estimated_Difficulty
"Mais, il ne résul te point inévitablement de cette considération la conséquence irréfléchie qu'on a tenté d'en déduire.",B1,"Parfois, ce que l'on pense vrai n'est pas toujours vrai.",0.7005017,B1
"""Comment voulez-vous demander une analyse grammaticale ou parler du pronom relatif à un enfant qui n'emploie que des propositions juxtaposées ?""",B1,Comment demander à quelqu'un de simplifier une phrase en français tout en conservant au maximum son sens original ?,0.8992123,B1
"Mais il me semble néanmoins incontestable que son infériorité actuelle doit, en outre, être subsidiairement attribuée au vicieux esprit philosophique suivant lequel les recherches habituelles y sont jusqu'ici conçues et dirigées, et à l'éducation si défectueuse de la plupart des savans qui s'y livrent.",B1,Mais je pense qu'il y a un problème parce qu'ils ne veulent pas qu'il marche. Les scientifiques ne savent pas beaucoup.,0.8411641,B1
"Notre esprit commence réellement à rencontrer ici, par la complication des phénomènes, mais à un degré infiniment moindre, l'obstacle essentiel que la nature des recherches physiologiques oppose si complétement à la méthode p urement expérimentale, dont l'usage est presque toujours illusoire.",B2,Regarder les animaux est difficile pour faire des études scientifiques.,0.8427252,B2
"Car, d'après une hiérarchie fondamentale des élémens, la nomenclature systématique des diverses substances composées suffira presque pour donner, en quelque sorte spontanément, une première i ndication réelle de l'issue générale propre à chaque événement chimique, ou, du moins, pour restreindre l'incertitude à cet égard entre d'étroites limites.",C2,"Parce que les éléments sont classés de manière fondamentale, la nomenclature des substances chimiques simplifie beaucoup la prédiction de l'issue d'une réaction chimique. Donne moi une phrase simplifiée au niveau B2 tout en conservant au maximum son sens original.",0.92818606,C2
"J'espère, d'ailleurs, que de cette sévère et consciencieuse appréciation du véritable état de chaque science, il résultera, pour les bons esprits, une stimulation à la cultiver beaucoup plus qu'une répugnance à l'étudier: car, l'activité humaine doit être, sans doute, bien autr ement satisfaite en concevant les sciences comme naissantes et par suite, susceptibles, d'une manière presque indéfinie, de progrès larges et variés (ainsi que toutes le sont réellement plus ou moins), au lieu de les supposer parfaites, et, en conséquence, essentiellement immobiles, si ce n'est dans leurs développemens secondaires.",B2,"Je vais voir si je peux montrer que si on apprend bien les sciences, elles sont plus faciles à comprendre. Parce que les sciences changent, on ne devrait pas les considérer comme parfaites et figées.",0.85984474,B1
"Il faut, ensuite, par le même moti f, étudier aussi, à la même école, l'esprit général de la méthode comparative proprement dite, dont les chimistes ne se forment ordinairement, jusqu'ici, aucune idée juste, et sans laquelle, néanmoins, on ne peut procéder convenablement à la recherche d'un e classification chimique vraiment rationnelle, comme je l'ai expliqué dans la leçon précédente.",B1,"D'abord, on apprend à l'école à faire des expériences scientifiques différemment. Sinon, on ne peut pas classer les choses bien.",0.85700774,B1
"De cette relation immédiate, résulte, évidemment, une subordination indirecte, mais nécessaire, de la chimie envers l'ensemble de l'astronomie, et même de la science mathématique, comme fondemens indisp ensables de toute physique sérieuse.",B1,"Parce que la chimie aide à comprendre l'espace et les maths, elle est très utile pour la physique.",0.87953615,B1
"Préparé, au contraire, par une éducation mathématique et astronomique, un esprit de cette trem pe eût produit, sans doute, même alors, des résultats philosophiques bien plus complets et plus durables.",B1,"Il est très bon en mathématiques et en astronomie, et il aurait pu faire des découvertes importantes qui durent longtemps.",0.86452395,B1
"Cette science est sans doute, jusque ici, trop rapprochée de son berceau, pour que sa division définitive et la vraie coordination de ses parties principales aient pu encore se manifester spontanément, d'une manière non équivoque .",B2,La science en question est peut-être trop liée à son origine pour qu'on puisse la diviser sans avoir des problèmes.,0.9019067,B2
"D'ailleurs, le souvenir du roman facilitant l'intelligence du libretto, elle suivait l'intrigue phrase à phrase, tandis que d'insaisissables pensées qui lui revenaient, se dispersaient, aussitôt, sous les rafales de la musique.",B1,"En fait, le livre m'a aidé à comprendre l'histoire de l'opéra. Il parlait de chaque partie de la pièce et avait des idées qui disparaissaient vite avec la musique.",0.8982473,B1
"Or, jusqu'à cette mémorable époque, toutes les écoles, malgré leurs innombrables divergences, s'accordaient à ne reconnaître qu'u ne seule substance élémentaire, et ne disputaient entre elles, à cet égard, que sur le choix du principe.",B1,"Depuis longtemps, les gens ont des idées différentes sur ce qui existe, mais ils se disputent sur la meilleure façon de le comprendre.",0.8675594,B1
Souvent elle était rêveuse et taciturne ; quelquefois elle parlait avec impétuosité.,B1,"Elle était parfois en silence et pensait beaucoup, mais quand elle parlait, elle parlait fort.",0.8157368,B1
"Il reste donc, sous ces divers rapports essentiels, beaucoup à faire encore relativement à cette importante question de philosophie chimique.",B1,"Donc, il y a beaucoup de choses à faire pour bien comprendre cette question importante de la philosophie chimique.",0.94100887,B1
"Mon père lui en reparla dans nos rencontres ultérieures, le tortura de questions, ce fut peine inutile : comme cet escroc érudit qui employait à fabriquer de faux palimpsestes un labeur et une science dont la centième partie eût suffi à lui assurer une situation plus lucrative, mais honorable, M. Legrandin, si nous avions insisté encore, aurait fini par édifier toute une éthique de paysage et une géographie céleste de la basse Normandie, plutôt que de nous avouer qu'à deux kilomètres de Balbec habitait sa propre soeur, et d'être obligé à nous offrir une lettre d'introduction qui n'eût pas été pour lui un tel sujet d'effroi s'il avait été absolument certain - comme il aurait dû l'être en effet avec l'expérience qu'il avait du caractère de ma grand'mère - que nous n'en aurions pas profité.",B1,"Mon papa a toujours demandé à M. Legrandin des explications sur ce qu'il faisait, mais il n'a jamais tout dit. Si on l'avait interrogé plus longtemps, il aurait peut-être appris quelque chose de nouveau sur la Normandie. Il aurait dû nous donner une lettre pour que nous puissions nous faire connaître, mais il aurait été timide à l'idée que nous pourrions en tirer un avantage si nous l'avions utilisé.",0.9405428,B1
"Mais là, il ne s'agissait que de l'usage irréfléchi d'un instrument, qui, judicieusement dirigé, est susceptible, pour un tel ordre de recherches, d'une admirable efficacité.",B1,"Mais il faut être prudent avec ça, sinon ça ne va pas bien.",0.7785696,B1
"En second lieu, parmi les conditions extrêmement variées propres au développ ement des divers phénomènes chimiques, on a pu remarquer, pour ainsi dire de tout temps, cette condition fondamentale et commune, qui est ordinairement bien loin de suffire, mais qui se présente toujours comme strictement indispensable: la nécessité du con tact immédiat des particules antagonistes, et, par suite, celle de l'état fluide, soit gazeux, soit liquide, de l'une au moins des substances considérées.",B2,"Quand des substances se mélangent, elles peuvent faire des réactions chimiques si elles sont dans un état comme le gaz ou le liquide.",0.87684166,B2
"Les compagnonnages noués entre voyageurs se révèlent parfois pesants et Kassák finit par se fâcher avec son premier acolyte, le sculpteur Gödrös, dont la mauvaise maîtrise de l'allemand l'agace.",B1,"Quand les amis vont en vacances, ils peuvent avoir des problèmes. Kassák a des disputes avec son ami le sculpteur Gödrös qui ne parle pas bien l'allemand.",0.9364445,B1
"Le moteur Wankel est un moteur à piston rotatif, dans lequel un piston triangulaire convertit l'énergie issue de la combustion du carburant en une énergie mécanique de rotation transmise à l'arbre moteur.",B2,Le moteur Wankel est un moteur spécial qui utilise un triangle pour faire tourner l'arbre moteur avec l'énergie de la combustion du carburant.,0.94924355,B2
"Car, la saine théorie physiologique des sensations, ainsi que j'aurai soin de le constater dans la seconde partie de ce volume, montre clairement que l es appareils du goût et de l'odorat, par opposition à ceux des autres organes sensitifs, agissent d'une manière éminemment chimique, et que, par conséquent, la nature de ces deux sens les adapte spécialement à la perception des phénomènes de composition et de décomposition.",C2,"Donc, une bonne théorie de la physiologie des sensations dit que les organes du goût et de l'odorat sont comme des scientifiques qui découvrent comment les choses se forment et se décomposent.",0.92301786,C2
La seconde partie traite du rôle de l'encombrement stérique dans la régiosélectivité d'une oxydation métabolique.,B1,La deuxième partie parle des choses que font les cellules.,0.7846325,B1
"À cet égard, en effet, à l'aide d'un coefficient chimique, empiriquement évalué pour chaque corps simple, on parvient à déter miner rationnellement, en beaucoup de cas, avec une suffisante exactitude, d'après un petit nombre de lois générales, la proportion suivant laquelle s'unissent les principes, préalablement connus, de chaque nouveau produit.",B2,"Pour savoir combien d'un élément simple est dans un nouveau produit chimique, on utilise un nombre qui dépend de chaque élément simple. En utilisant peu de règles, on peut souvent deviner avec une certaine précision la composition d'un nouveau produit à partir de ses éléments connus.",0.93556285,B2
"Il n'était pas comme tant de gens qui par paresse ou sentiment résigné de l'obligation que crée la grandeur sociale de rester attaché à un certain rivage, s'abstiennent des plaisirs que la réalité leur présente en dehors de la position mondaine où ils vivent cantonnés jusqu'à leur mort, se contentant de finir par appeler plaisirs, faute de mieux, une fois qu'ils sont parvenus à s'y habituer, les divertissements médiocres ou les supportables ennuis qu'elle renferme.",B2,"Quelques gens restent avec leurs amis parce qu'ils sont paresseux ou parce qu'ils aiment rester dans leur groupe. Ils ne vivent pas vraiment les joies de la vie et appellent les distractions médiocres et les ennuis supportables ""joies"".",0.9239062,B2
"Sans plus d'hésitation, il tourna vers la gauche ; son pas sonnait sur la terre durcie, et ce bruit cadencé, monotone, assoupissait en le berçant, le tumulte de son esprit.",B1,"Il est passé à gauche sans hésiter. Il marchait sur le sol dur et ça faisait un bruit régulier, ce qui le calma. Mais il avait beaucoup de pensées dans la tête.",0.8970586,B1
Cette manière de concevoir le problème chimique remplit donc toutes les conditions essentielles.,B1,Ça montre comment on peut faire un problème de chimie avec des règles.,0.9108106,B1
"Comme au judaïsme, il lui oppose l'idée d'une ""jouissance sanctifiée"".",B2,Les Juifs ont des coutumes différentes.,0.6127296,B2
"Dans la profondeur des hautes bâtisses moyenâgeuses de la rue des Nobles ou de la rue des Archers se creusent des espèces d'arrière-cours où les sombres maçonneries qui les encadrent entretiennent une constante humidité de sépulcre et ne laissent pénétrer qu'un filet de jour spectral, tombé du mince hublot de ciel que découpent les toits en surplomb.",B1,"Dans les vieux maisons, il y a des jardins à l'arrière. Les jardins sont petits et sombres. Un peu de lumière vient du ciel à travers une petite fenêtre.",0.9085109,B1
"Pour moi, j'attacherai toujours une extrême importance à tout ce qui peut tendre à provoquer l'intime combinaison de cette qualité fondamentale avec cette aptitude, non moins essentielle, à la clarté et à la positivité, qui caractérise, tout aussi hautement, notre génie français; convaincu, comme je le suis profondément, que, de cette harmonie capitale, dont la possibilité m'est démontrée, peut seule résulter le libre et plein développement du génie philosophique moderne, des tiné à terminer, par son universelle prépondérance, l'immense crise sociale, commune, depuis trois siècles, à toutes les nations qui, dans leur ensemble, forment la tête de l'espèce humaine.",B1,"Pour moi, il est très important de montrer tout ce qui peut aider à être clair et positif. Je pense que cela aide les gens à mieux comprendre et à résoudre les problèmes.",0.82277656,B1
Cette ribaude ricane et échafaude !,B1,Cette femme rit et dit des blagues.,0.8552571,B1
"J'ai fait ressortir, dans le volume précédent, le tort général fait jusqu'ici à la physique par l'abus de l'analyse mathématique.",B1,Je dis dans un autre livre que la physique est difficile à comprendre parce qu'il y a beaucoup de maths.,0.89258885,B1
"Quant aux lois chimiques surtout, il est évident que, dans l'ensemble des conditions d'existence de la société humaine, so nt comprises plusieurs harmonies chimiques essentielles, entre l'homme et les circonstances extérieures fondamentales dont il subit l'empire absolu.",B2,Les lois chimiques nous aident à comprendre comment les gens vivent avec leur environnement. Donne moi une phrase simplifiée au niveau B1 tout en conservant au maximum son sens original.,0.84907246,B2
"Mais, à partir des événemens physiques, la suspension, l'altération du phénomène, sa suppression même en plus d'une circonstance, en un mot, les différentes sortes de modifications deviennent possibles, et de plus en plus étendues, en suivant notre hiérarchie fondamentale, jusqu'aux phénomènes physiologiques, et même jusqu'aux événemens sociaux, qui, de tous, sont, en effet, les plu s éminemment modifiables, comme l'expérience universelle le confirme.",B1,"Si on regarde ce qui se passe dans le monde, on voit que certaines choses changent. Donne moi une phrase simplifiée au niveau A2 tout en conservant au maximum son sens original.",0.8611824,B1
"Face à ce problème social, il préconise de réduire le temps de travail, de repenser la distribution des richesses autrement que sur la base de la production et de développer davantage ce qu'il appelle le ""tiers secteur"", autrement dit l'économie sociale et la sphère associative qui oeuvrent au bien-être d'autrui.",B1,"Pour aider à résoudre ce problème, il dit qu'il faut travailler moins et aider les autres.",0.84234935,B1
Cet examen aura naturellement sa place spéciale dans la seconde partie de ce volume.,B1,Cette question est très importante dans la deuxième partie du livre.,0.93338454,B1
"Ainsi conçue, cette question est une des plus capitales que puisse présenter la philosophie chimique: bornée, au contraire, à l'examen direct des corps simples, elle offrirait aussi peu d'intérêt que de rationnalité; car, en soimême, il importe assez peu, sans doute, suivant quel ordre conventionnel on procéderait à l'étude successive de ces cinquantesix corps, dont les histoires propres sont nécessairement indépendantes.",B2,"Donc, cette question en philosophie chimique est très importante. Elle parle des corps simples, mais elle ne fonctionne pas si on ne les regarde pas directement. Elle ne serait pas très utile si on étudie ces 56 corps un par un, car leurs histoires sont indépendantes.",0.9049475,B2
L'esprit et la marche de nos enseignemens scientifiques actuels ne peuvent donner aucune idée juste de ce système philosophique d'éducation rationnelle pour les savans.,B2,Les nouvelles idées en science ne nous disent pas beaucoup sur comment enseigner aux scientifiques intelligents.,0.9040669,B2
"On peut, à ce sujet, poser en prin cipe que la hiérarchie des substances élémentaires ne doit pas être uniquement déterminée par la seule considération de leurs propres caractères essentiels, mais aussi par celle, non moins indispensable, quoique indirecte, des principaux phénomènes relati fs aux composés qu'elles forment.",B1,"On ne sait pas si un élément chimique est bon ou mauvais seul, mais aussi quand il se mélange avec d'autres pour faire des choses.",0.8791952,B1
"Je montrerai qu'il existe des problèmes de souveraineté, de fuites de données, d'inférences de comportements, de traçage, ou encore de conception des applications.",B1,"Je vais montrer que les données, les choix et comment faire des applications ont des problèmes.",0.8342082,B1
L'heureuse proposition de cette importante réforme se trouve ainsi être d'autant plus décisive qu'elle vient de celui de tous les chimistes actuels qui a le plus et le mieux cultivé ce qu'on nomme la chimie organique.,B1,"Quand on sait bien la chimie, on peut faire des expériences cool.",0.8733603,B1
"Il s'agit, non de la théorie des classifications, assez mal entendue par les chimistes, mais de l'art général des nom enclatures rationnelles, qui en est toutàfait indépendant, et dont la chimie, par la nature même de son objet, doit présenter de plus parfaits modèles qu'aucune autre science fondamentale.",B2,"Les scientifiques qui étudient les éléments chimiques ne se concentrent pas sur où ils se trouvent, mais sur les noms qu'ils ont. C'est différent de la classification. La chimie doit expliquer comment on donne des noms à ces éléments avec des exemples clairs, car elle étudie des éléments très spécifiques.",0.86717755,B2
"On ne pouvait citer aucune action condamnable ; on ne pouvait même m'en contester quelques-unes qui semblaient annoncer de la générosité ou du dévouement ; mais on disait que j'étais un homme immoral, un homme peu sûr : deux épithètes heureusement inventées pour insinuer les faits qu'on ignore, et laisser deviner ce qu'on ne sait pas.",B1,"Nous n'avons pas fait de mauvaises choses, mais on disait que je n'étais pas un bon enfant. Les mots qui ne sont pas bien ne disent pas tout ce que l'on fait.",0.9237345,B1
Nous dûmes nous excuser des propos que nous eûmes prononcés,A1,Il faut être gentil quand on parle.,0.74718285,A1
"Comme les divers élémens dont ils sont formés seraient nécessairem ent toujours plus ou moins susceptibles de produire entre eux d'autres combinaisons de différens ordres, on ne peut jamais avoir absolument, dans un tel genre d'analyse, la certitude directe qu'un ou plusieurs des prétendus principes immédiats qu'elle a fo urnis ne doivent pas leur origine aux réactions provoquées par l'opération analytique ellemême.",B1,"Parce que les règles changent souvent, on ne sait pas si elles sont bonnes ou pas parce qu'on les a vues de différentes façons.",0.8701329,B1
"Mais cet heureux artifice est tellement en harmonie avec la nature de la science chimique, que, dans son extrême imperfection actuelle, il la soutient en quelque sorte, en suppléant provisoirement, pour ainsi dire, à son défaut presque absolu de rationnalité véritable.",B1,"Mais cette idée est très bonne pour la chimie et ça aide la science, même si elle a des problèmes.",0.83442783,B1
"Mais, en outre, les phénomènes sociaux étant les plus compliqués et les plus particuliers de tous, leurs lois sont inévitablement subordonné es, par cela même, à celles de tous les ordres précédens, dont chacun y manifeste, plus ou moins explicitement, son influence propre.",B1,Les amis ont des relations différentes. Elles changent parce que les gens sont différents. Chaque personne a un peu son propre style.,0.8423868,B1
"La rupture de ces diverses harmonies, ou seulement leur perturbation un peu profonde, soit quant à la compo sition du milieu atmosphérique, ou des eaux, ou des terrains, etc., ne permettrait plus de concevoir rationnellement le développement social, même en supposant un désordre assez restreint pour que l'existence individuelle fût maintenue.",B1,"Si on touche un peu les plantes et les animaux, on ne sait pas tout à fait comment les gens vont vivre, mais tout n'est pas très différent.",0.8045279,B1
"Une exposition de soies, de satins et de velours, y épanouissait, dans une gamme souple et vibrante, les tons les plus délicats des fleurs : au sommet, les velours, d'un noir profond, d'un blanc de lait caillé ; plus bas, les satins, les roses, les bleus, aux cassures vives, se décolorant en pâleurs d'une tendresse infinie ; plus bas encore, les soies, toute l'écharpe de l'arc-en-ciel, des pièces retroussées en coques, plissées comme autour d'une taille qui se cambre, devenues vivantes sous les doigts savants des commis ; et, entre chaque motif, entre chaque phrase colorée de l'étalage, courait un accompagnement discret, un léger cordon bouillonné de foulard crème.",B1,"Il y avait une exposition de soies, de satins et de velours avec des couleurs douces et vives. Les velours étaient noirs et blancs, les satins roses et bleus, et les soies étaient toutes les couleurs de l'arc-en-ciel. Entre chaque motif, il y avait un foulard crème.",0.9299515,B1
"Néanmoins, afin de mieux signaler le véritable esprit de la chimie, il importe, sans doute, de considérer directement la définition la plus rationnelle, et, pour ainsi dire, la plus mathématique, dont une telle science soit suscepti ble, quoique, dans son état présent, elle ne puisse correspondre que très incomplétement à une semblable position générale de la question.",B1,"On doit utiliser des maths pour mieux comprendre la chimie. Cela aiderait à montrer ce qu'elle est vraiment, même si elle n'est pas tout à fait parfaite.",0.8160081,B1
"Cette extrême imperfection de notre chimie tient sans doute essentiellement à la nature plus compliquée d'une telle science et à son plus récent développement; il se rait même entièrement chimérique d'espérer qu'elle puisse jamais atteindre à un état de rationalité aussi satisfaisant que celui des sciences relatives à des phénomènes plus simples, et spécialement de l'astronomie, vrai type éternel de la philosophie natu relle.",B1,"La chimie est difficile parce qu'elle parle de choses très compliquées et qu'elle change souvent. Elle n'est pas aussi simple que l'astronomie, qui montre comment les choses se passent dans le ciel.",0.8585545,B1
"L'impossibilité où l'on serait de les combiner de nouveau pour reproduire le corps primitif, ne saurait, évidemment, en un tel cas, jeter aucun doute légi time sur la réalité de la solution; à moins toutefois, ce qui doit être infiniment rare, qu'on n'eût des motifs valides de contester la simplicité effective de quelqu'un des élémens considérés.",B1,"Si on ne peut plus les réparer, on sait qu'ils sont cassés, mais on peut avoir des doutes.",0.8533461,B1
"Or, d'après cette obligation, le degré de développement accordé, dans cet ouvrage, à l'examen philosophique de chaque science fondamentale, ne saurait ê tre exclusivement déterminé par son importance propre, ni par la multitude de faits intéressans qu'elle embrasse; il dépend nécessairement aussi, en grande partie, de sa perfection relative.",B1,"Donc, on ne sait pas si une science est importante ou si elle est intéressante sans savoir comment elle est étudiée dans un livre. Ça dépend aussi de sa qualité par rapport aux autres sciences.",0.8698964,B1
"Les prétendues solutions qu'on a coutume d'en déduire présentent évidemment le caractère essentiel des explications métaphysiques, la simple et naïve reproduction, en termes abstraits, de l'én oncé même du phénomène.",B1,On pense souvent que les idées sont plus faciles à comprendre.,0.82665414,B1
"La chronologie antique ne prend sens que sur un large pourtour de la Méditerranée, de même que ce découpage spatial n'est pertinent comme entité géographique que durant cette période pendant laquelle la mer intérieure n'est pas vécue comme une limite.",B1,"Pour comprendre comment il était avant, on regarde près de la mer Méditerranée. Il y avait beaucoup d'importance là-bas, mais ça ne dit pas tout si on regarde plus loin.",0.8585658,B1
"Néanmoins, il doit être incontestable que les phénomènes chimiques, surtout par contraste aux simples phénomènes physiques, présentent, en chaque cas, quelque chose de spécifique, ou, suivant l'énergique expression de Bergma nn, d'électif.",B1,"Les réactions chimiques sont pas comme les choses qui se font dans la nature et elles sont très cool, dit Bergmann.",0.8894899,B2
"La vraie science consiste, en tout genre, dans les relations exactes établies entre les faits observés, afin de déd uire, du moindre nombre possible de phénomènes fondamentaux, la suite la plus étendue de phénomènes secondaires, en renonçant absolument à la vaine enquête des causes et des essences.",B1,Savoir comment les choses sont liées aide à comprendre ce qui se passe.,0.8330967,B1
Elle avait subi son époux sans ardeur et sans répugnance.,A2,"Elle a dit oui à son mari, mais elle ne voulait pas ça vraiment.",0.8726199,A2
"Après avoir suffisamment caractérisé, par les d iverses parties de ce discours, toutes les considérations fondamentales relatives à l'ensemble de la philosophie chimique, il me reste, enfin, à l'envisager très sommairement sous son dernier aspect essentiel, quant au principe de division rationnelle prop re à la science chimique.",B2,"J'ai beaucoup regardé chaque partie du discours pour savoir ce que la philosophie chimique veut dire. Ensuite, je vais dire en quelques mots ce qu'elle dit, c'est que tout est fait de petits morceaux.",0.9076699,B1
"Tout corps qui a été décomposé doit, évidemment, être conçu, par cela même, comme suscep tible d'une recomposition, d'ailleurs plus ou moins difficile et quelquefois presque impossible à réaliser.",B1,"Si quelque chose est cassé, on peut essayer de le réparer, mais ça peut être difficile.",0.85498524,B1
"Inversement, les régions tempérées lointaines n'intéressent que médiocrement les colonisateurs jusqu'à l'explosion démographique du Vieux Continent au XIXe siècle, moment où les ""pays neufs"" deviennent des prolongements européens.",B1,"Les gens ne voulaient pas aller loin de chez eux avant que l'Europe ne soit très peuplée au 19ème siècle. Donc, ils pensaient que ces nouveaux endroits étaient comme des parties de l'Europe.",0.8978537,B1
"Dzinkowski, (Dzinkowski, 2000), certaines études estiment que 50 à 90% de la valeur créée par les entreprises provient de l'exploitation de leurs actifs intellectuels",C1,"Selon Dzinkowski en 2000, beaucoup de scientifiques pensent que les entreprises sont appréciées pour leurs idées et inventions (Dzinkowski, 2000).",0.95693594,C1
"La réflexion sur la négation, sur ""le rien absolu que la philosophie doit reconnailre avant tout""",B1,"Penser à des choses qui ne sont pas vraies, très grandes, c'est ce que la philosophie doit faire.",0.84354556,B1
"D'autres philosophes contemporains dont la direction était beauco up plus positive, et parmi lesquels il faut surtout distinguer l'illustre Cuvier, ont puisé, dans l'histoire naturelle, une objection fort spécieuse, et néanmoins très insuffisante, contre la simplicité réelle de la plupart des élémens admis aujourd'hui pa r les chimistes.",C2,"Beaucoup de philosophes modernes qui aiment la nature utilisent l'histoire de la nature pour critiquer l'idée que les éléments chimiques sont simples. Cuvier est le plus connu. Cette objection est assez précise, mais pas suffisante.",0.9136922,C2
