Sentence,Difficulty,Simplified,Similarity,Estimated_Difficulty
"Ainsi, le nombre des classes chimiques générales auxquelles peut donner lieu cette double distinc tion nécessaire, ne saurait être bien étendu: à chacune d'elles, devrait correspondre une loi fondamentale de combinaison, dont l'application aux divers cas déterminés ferait rationnellement connaître, par les données élémentaires, le résultat de chaque co nflit.",B1,Dites-moi une phrase simple au niveau A1 tout en conservant son sens original.,0.84292626,B1
"Toutefois, ce qui surtout a fait comprendre la haute importance d'une telle question, c'est le sentiment, devenu plus profond et plus commun par le développement spontané de la philosophie chimique, de l'influence prépondérante que la classification rationnelle des corps simples doit exercer, de toute nécessité, sur celle des corps composés, et, par suite, sur l'ensemble du système chimique.",B1,Mais c'est une question importante parce que beaucoup de gens la pensent. Elle vient d'une idée en chimie qui a commencé tout seule. Cette idée dit que la manière de classer les substances simples est très importante pour classer toutes les autres substances et tout le système chimique.,0.88713366,B1
"; º le degré de composition plus ou moins élevé des principes immédiats, dont chacun, dans le cas, par exemple, d'un dualisme continuel, peut être décomposable, un plus ou moins grand nomb re de fois consécutives, en deux autres.",B1,"Les grandes idées peuvent être divisées en plusieurs parties. Parfois, on peut les diviser encore deux fois.",0.8535166,B1
"Il serait inutile d'insister davantag e aujourd'hui pour faire sentir qu'on ne saurait concevoir de chimie vraiment scientifique sans lui donner, préalablement, l'ensemble de la physique pour base générale.",B2,"Pour bien comprendre la chimie, il vaut mieux d'abord savoir les bases de la physique.",0.86908984,B1
Les résultats de deux études sur les métriques utilisées par les entreprises pour évaluer leur capital intellectuel,B2,Les deux recherches montrent comment les grandes compagnies mesurent leur importance.,0.93140817,B2
"Note : (retour) La tentative de M. Chevreul se distingue, d'ailleurs, dans son exécution rigoureuse, par une innovation très rationnelle, et qui indique un sentiment profond de la vraie ph ilosophie chimique: c'est d'avoir écarté, pour la première fois, dans l'étude systématique des divers composés, toute considération de leur origine, organique ou inorganique.",B2,La méthode de M. Chevreul est très précise et nouvelle. Elle montre qu'il a bien compris la chimie et qu'il a étudié tous les composés sans se soucier de leur origine.,0.92971766,B2
"Elle me raconta ce qu'elle avait souffert en essayant de s'éloigner de moi ; que de fois elle avait espéré que je la découvrirais malgré ses efforts ; comment le moindre bruit qui frappait ses oreilles lui paraissait annoncer mon arrivée ; quel trouble, quelle joie, quelle crainte elle avait ressentis en me revoyant ; par quelle défiance d'elle-même, pour concilier le penchant de son coeur avec la prudence, elle s'était livrée aux distractions du monde, avait recherché la foule qu'elle fuyait auparavant.",B1,"Elle m'a dit qu'elle a essayé de me cacher mais qu'elle a peur que je la trouve. Elle dit que quand elle voit moi, elle a des sentiments compliqués et qu'elle essaie de se perdre dans la foule pour ne pas me voir.",0.91045195,B1
"L'esprit qui les an ime est directement opposé à celui qui dirigeait ses sages spéculations; ils veulent simplifier immodérément leur conception de la nature, sans trop s'inquiéter de sa réalité; Aristote, au contraire, n'hésita point à compliquer l'idée abstraite qu'on se fo rmait auparavant de la matière, uniquement pour la rendre plus réelle.",C1,"Les philosophes qui simplifient beaucoup ne voient pas tout, donc Aristote pense qu'il faut expliquer bien pour que les idées soient justes.",0.9056888,C1
"La division, encore classique, des divers élémens en comburens et combustibles, et surtout la subdivision de ceuxci en métalliques et non métalliques, sont, évidemment, trop artificielles pour que les chimistes puissent les maintenir, si ce n'est provisoirement, jusqu'à la formation d'un véritable système naturel.",B2,Les scientifiques qui étudient les éléments disent qu'il faut trouver une autre façon de les classer parce que diviser en combustibles et métalliques n'est pas très précis.,0.90255225,B2
"Le tout reposait sur une conscience claire, du moins chez les élites, de l'appartenance à une civilisation communce, conçue d'ailleurs comme indépassable et comme la seule vraie civilisation, fondée sur les valeurs du christianisme mais aussi du libéralisme des Lumières.",B1,"Pour que tout va bien, il faut que tout le monde soit d'accord et que notre groupe soit très bon. Cela signifie que tout le monde compte et qu'on peut penser comme on veut.",0.7864171,B1
"Le père de l'enfant s'en était allé six mois auparavant, victime de la fièvre : Guido Volkbein, Juif d'ascendance italienne, avait été à la fois un gourmet et un dandy, qui n'apparaissait jamais en public sans que le ruban de quelque distinction parfaitement inconnue ne teintât sa boutonnière d'un filet discret.",A2,"L'enfant a perdu son papa il y a 6 mois, il était malade. Il aime bien manger et bien se vêtir. Il a une étoile sur son manteau parce qu'il a gagné un prix.",0.8900648,A2
Les resultats experimentaux montrent que le micro beton est defini par un état caracteristique qui separe deux types de comportement rheologique.,B2,Les tests montrent que le micro béton réagit différemment dans deux situations.,0.8821742,B2
"Après de longs efforts, il parvint à se faire aimer ; et comme il ne m'avait point caché ses revers et ses peines, il se crut obligé de me communiquer ses succès : rien n'égalait ses transports et l'excès de sa joie.",B1,"Après avoir travailler beaucoup, il a été apprécié par les autres. Il a dit qu'il avait des problèmes mais il voulait me dire ses bonnes nouvelles : il était très content et très motivé.",0.88308465,B1
"Or, en appliquant ici la règle encyclopédique invariablement établie dans ce traité, de suivre toujours l a complication graduelle des phénomènes, on voit que cet ordre d'idées ne peut logiquement donner lieu qu'à ces deux motifs essentiels de distinctions chimiques principales: º la pluralité croissante des principes constituans (d'ailleurs médiats ou immédia ts), selon que les combinaisons sont ou binaires, ou ternaires, etc.",B2,L'encyclopédie dit que les choses sont différentes parce qu'elles ont des parties et que ces parties peuvent être en paires ou en groupes.,0.89583254,B2
Nous dûmes nous excuser des propos que nous eûmes prononcés,A2,Nous avons dit des excuses pour ce que nous avons dit.,0.88307214,A2
"Un Chat, nommé Rodilardus, faisait de rats telle déconfiture, que l'on n'en voyait presque plus, tant il en avait mis dedans la sépulture.",B1,"Rodilardus, un chat, attrapait beaucoup de souris, donc il n'en restait pas beaucoup chez lui.",0.9190518,B1
"Les prétendues solutions qu'on a coutume d'en déduire présentent évidemment le caractère essentiel des explications métaphysiques, la simple et naïve reproduction, en termes abstraits, de l'én oncé même du phénomène.",B1,Les idées sont comme des petits morceaux qui aident à comprendre.,0.83751065,B1
"J'espère, d'ailleurs, que de cette sévère et consciencieuse appréciation du véritable état de chaque science, il résultera, pour les bons esprits, une stimulation à la cultiver beaucoup plus qu'une répugnance à l'étudier: car, l'activité humaine doit être, sans doute, bien autr ement satisfaite en concevant les sciences comme naissantes et par suite, susceptibles, d'une manière presque indéfinie, de progrès larges et variés (ainsi que toutes le sont réellement plus ou moins), au lieu de les supposer parfaites, et, en conséquence, essentiellement immobiles, si ce n'est dans leurs développemens secondaires.",B2,"Je vais voir si cet article sur les sciences me fait aimer les apprendre plutôt que de les détester. Parce que les gens doivent être contents que les sciences changent et progresse, pas qu'elles soient dites parfaites et immobiles.",0.8658613,B2
"Mais, quelle que soit l'utilité réelle de ces estimables efforts, ils n'ont pas eu encore et ne sauraient jamais avoir un succès comparable à celui des illustres nomenclateurs de la chimie, même quand ils seraient mieux conçus et plus rationnellement dirigés qu'ils n'ont pu l'être jusqu'à présent; car la nature des phénomènes s'y oppose invinciblemen t. Ce n'est point, sans doute, accidentellement que la nomenclature chimique est si parfaite entre toutes les autres.",B2,"Bien que cela soit difficile, la classification en chimie est meilleure que les autres parce que la nature des choses l'aide. La classification chimique est si parfaite parce qu'elle n'est pas par hasard.",0.9087403,B2
"La rupture de ces diverses harmonies, ou seulement leur perturbation un peu profonde, soit quant à la compo sition du milieu atmosphérique, ou des eaux, ou des terrains, etc., ne permettrait plus de concevoir rationnellement le développement social, même en supposant un désordre assez restreint pour que l'existence individuelle fût maintenue.",B1,"Si les habitats des animaux et des plantes changent, cela rend difficile de savoir comment les gens vont vivre, même si ils peuvent un peu contrôler leur vie.",0.8554708,B1
"Le travail d'Alain Reynaud sur la Chine des Zhou orientaux, où l'on comprend que l'unification du monde des Han découle de la configuration géographique des principautés et de leur situation dans l'ensemble des sociétés de l'Eurasie orientale, peut être considéré comme la première oeuvre de cette géohistoire postbraudélienne.",C2,L'étude d'Alain Reynaud sur la Chine des Zhou orientaux montre comment l'unification de la Chine par les Han a été influencée par la géographie et la position des principautés en Eurasie orientale. Cette recherche est considérée comme le début de la géohistoire après Braudel.,0.97547144,C2
"Un battement de ses paupières, et elle me regarda sans me voir, et ce fut la gloire et le printemps et le soleil et la mer tiède et sa transparence près du rivage et ma jeunesse revenue, et le monde était né, et je sus que personne avant elle, ni Adrienne, ni Aude, ni Isolde, ni les autres de ma splendeur et jeunesse, toutes d'elle annonciatrices et servantes.",B1,"Quand elle a ouvert les yeux, elle a vu quelque chose de beau et elle a pensé qu'elle était la plus belle. Elle savait qu'elle avait tout créé.",0.86991143,B1
Telles sont les deux améliorations fondamentales que la philosophie chimique doit aller puiser aujourd'hui dans la philosophie biologique.,B1,La chimie a beaucoup avancé grâce à ce que la biologie l'a aidée.,0.8631557,B1
"Les sollicitations incessantes auxquelles nous sommes confrontés nous obligent à une discipline de fer. Pour ne pas se laisser envahir, il devient nécessaire d'établir des règles et limites.",B1,"Il y a beaucoup de choses à faire, donc il faut bien planifier son temps et suivre des règles pour ne pas se lasser trop.",0.86911327,B1
"La chimie, au contraire, y est invariablement désignée, depuis le moyen âge, par une dénomination spéciale, qui n'a jamais eu d'autre destination.",B1,"Depuis longtemps, on appelle la chimie par le même nom et elle a toujours le même sens.",0.88512546,B1
"J'ai fait ressortir, dans le volume précédent, le tort général fait jusqu'ici à la physique par l'abus de l'analyse mathématique.",B2,La physique utilise beaucoup de maths pour expliquer les choses.,0.7549634,B2
"Note : (retour) Une telle discussion serait, sans doute, peu nécessaire pour les esprits français, puissamment garantis, par les défauts comme par les qualités caractéristiques de notre génie national, contre toute invasion sérieuse du naturisme germanique.",B1,Les Français pensent qu'ils sont très bons et ils ne veulent pas faire comme les Allemands avec le naturisme.,0.8289559,B1
"Il la sentait contre lui, si près, enfermée avec lui dans cette boîte noire, qu'éclairaient brusquement, pendant un instant, les becs de gaz des trottoirs.",B1,"Elle le sentait près d'elle, dans une pièce sombre. La lumière des rues entrait à travers la fenêtre.",0.94000024,B1
"Mais, en thèse logique générale, plus les questions se complique nt, plus leur inversion devient difficile, au point d'être bientôt presque insurmontable lorsqu'on dépasse les premiers degrés de simplicité: on peut le vérifier éminemment pour les recherches mathématiques ellesmêmes, malgré leur facilité comparative.",B1,"Généralement, quand les questions sont plus difficiles, elles sont plus dur à répondre. C'est vrai pour les maths, même si elles sont plus faciles à comprendre que d'autres sujets.",0.88616437,B1
"Quoique j'aie dû m'attacher à faire hautement ressortir les causes principales de l'évidente supériorité qui résulte à cet égard de la nature même de la science chimique, il est incontestable que si, dans les sc iences plus compliquées, les systèmes de nomenclature rationnelle doivent être nécessairement plus difficiles à établir et moins efficaces à employer, leur formation y présente cependant un véritable et puissant intérêt.",B1,"Je pense que la chimie est plus simple que les autres sciences, mais les noms des choses dans les autres sont plus difficiles à comprendre. Mais ils sont très utiles à apprendre.",0.87714994,B1
"La vieille acquiesça de la tête, sous sa grand cornette à l'ancienne mode, dont les ailes recourbées l'enveloppaient quasi toute de leurs blanches mousselines empesées",B1,"Hier, une vieille dame a secoué la tête avec un vieux chapeau à ailes courbées qui couvraient presque tout son visage.",0.9406883,B1
"Cependant, les bougies de l'orchestre s'allumèrent; le lustre descendit du plafond, versant, avec le rayonnement de ses facettes, une gaieté subite dans la salle; puis les musiciens entrèrent les uns après les autres, et ce fut d'abord un long charivari de basses ronflant, de violons grinçant, de pistons trompétant, de flûtes et de flageolets qui piaulaient.",B2,"Malgré quelques problèmes, les musiciens ont joué. Une grande lampe a éclairé la salle et les musiciens sont entrés un à un, commençant par des guitares, des trompettes et des flûtes.",0.90461457,B2
"Lorsque, par exemple, l'action de l'acide sulfurique détermine, à la température ordinaire, la subite décomposition, alors impossible sans un tel secours, de l'eau par le fer, de façon à dégager l'hydrogène, on attribue communément ce remarquable phénomène à l'affinité de l'acide sulfurique pour l'oxide de fer qui tend à se former: et il en est de même dans une foule de cas analogues.",B1,"Quand l'acide sulfurique se mélange avec de l'eau et du fer, il donne de l'hydrogène vite. C'est parce que l'acide sulfurique aime beaucoup réagir avec l'oxygène du fer. Ça se passe aussi avec d'autres substances.",0.908733,B1
"Kassák témoigne du lourd protocole d'admission aux asiles de nuit, lieux de charité recherchés, tant la perspective d'une nuit sans toit sur la tête est éprouvante, mais aussi craints pour les mauvais traitements qu'on y subit.",B1,Kassák dit que entrer dans les maisons de nuit est difficile et que les gens y vont parce qu'ils n'ont pas où dormir. Ils sont aussi peureux parce qu'ils sont souvent maltraités là-dedans.,0.8793098,B1
"Pour presque chaque pays, on peut en gros dessiner le schéma suivant: la cour est normalement le centre du goût, des manières et des idées venues de France et certaines de ces attitudes sont imitées par les solliciteurs qui gravitent autour de l'aristocratie et le haut personnel domestique.",B1,Beaucoup de pays ont des choses en commun avec la France et comment vivre et penser. Les gens qui veulent être riches et nobles adoptent souvent ces habitudes.,0.92445743,B1
Son acte serait donc déterminé par une extériorité,A2,"Si elle fait quelque chose, cela dépend de ce qui se passe autour d'elle.",0.5796127,A2
"Face à ce problème social, il préconise de réduire le temps de travail, de repenser la distribution des richesses autrement que sur la base de la production et de développer davantage ce qu'il appelle le ""tiers secteur"", autrement dit l'économie sociale et la sphère associative qui oeuvrent au bien-être d'autrui.",B1,"Pour aider les gens, il faut travailler moins, partager plus et soutenir les groupes qui aident les autres.",0.8226589,B1
"Un homme qui n'avait point été baptisé, un bon anabaptiste, nommé Jacques, vit la manière cruelle et ignominieuse dont on traitait ainsi un de ses frères, un être à deux pieds sans plumes, qui avait une âme.",B1,"Un homme qui n'a pas été baptisé, un bon anabaptiste, s'appelait Jacques. Il aimait bien traiter un autre homme sans plumes, qui avait un cœur gentil.",0.96950215,B1
"Il n'était pas comme tant de gens qui par paresse ou sentiment résigné de l'obligation que crée la grandeur sociale de rester attaché à un certain rivage, s'abstiennent des plaisirs que la réalité leur présente en dehors de la position mondaine où ils vivent cantonnés jusqu'à leur mort, se contentant de finir par appeler plaisirs, faute de mieux, une fois qu'ils sont parvenus à s'y habituer, les divertissements médiocres ou les supportables ennuis qu'elle renferme.",B1,Beaucoup de personnes restent avec leurs amis et ne voient pas ce qui se passe autour d'eux. Ils pensent que les choses qui les distraient sont amusantes.,0.86584735,B1
Les unes constituent le fondement commun de toute existence matérielle; c'est surtout par les autres que les individualités se prononcent.,B1,"Les choses importantes pour vivre sont les mêmes pour tout le monde, mais les gens font des choses différentes.",0.8780346,B1
J'eusse dû te le confier en amont de notre conversation avec les investisseurs,A2,"Avant de demander de l'argent, il faut savoir qui le donne.",0.79634595,A2
"C'est seulement par une semblable étude préliminaire, que les chimistes, sentant vivement l'inanité radicale des explications métaphysiques dont leur doctrine est encore habituellement viciée, pourront acqué rir enfin un sentiment profond et efficace du vrai caractère propre à la science chimique, et du genre de perfection que comporte la nature de ses phénomènes.",B1,Les scientifiques qui font de la chimie doivent bien la comprendre pour savoir ce qu'elle est vraiment. Ils ne peuvent pas accepter des réponses qui ne sont pas justes.,0.8569535,B1
"C'est là un enrichissement culturel, car l'enfant peut alors s'ouvrir, à travers cette langue différente, à des traits typologiques présents dans beaucoup d'autres langues, sur lesquels le bilinguisme breton français offre un accès indirect",B1,"Apprendre un autre langage, comme le breton et le français, aide les enfants à mieux comprendre d'autres langues et à être plus curieux pour la culture.",0.91290456,B1
"Sous ce rapport, il y a tout lieu de croire qu'une judicieuse analyse philosophique pourrait directement contribuer à un prochain perfectionnement général d'une science aussi capitale.",B1,La philosophie nous aide à mieux comprendre une science très importante.,0.86565244,B1
"C'était une chétive créature, une masse de chair ridée, avec des paupières entre-closes, des traits informes et à peine ébauchés.",B1,Il y avait une créature étrange qui ressemblait à une grosse pièce de viande avec des yeux qui ne voyaient pas bien et un visage pas bien fait.,0.8627864,B1
"La chronologie antique ne prend sens que sur un large pourtour de la Méditerranée, de même que ce découpage spatial n'est pertinent comme entité géographique que durant cette période pendant laquelle la mer intérieure n'est pas vécue comme une limite.",B1,"Les histoires anciennes sont importantes pour une partie de la Méditerranée, mais elles ne sont utiles que pour un moment et ne montrent pas tout le pays.",0.8854086,B1
"L'action chimique présente évidemment, en ellemême, quelque chose de plus que la simple action physique, et quelque chose de moins que l'action vitale, malgré les vagues rapprochemens que des considérations purement hypothétiques peuvent conduire à établir entre ces trois ordres de phénomènes.",B2,"Les réactions chimiques sont différentes des mouvements physiques, mais elles sont plus simples que les processus vivants. On peut les comparer, mais c'est juste une idée simple.",0.911314,B2
"On les voit arriver de leur pas alenti, suçant de leurs lèvres crispées la courte pipe de terre brune, dont ils secouent la cendre sur leur pouce",B1,"Ils arrivent avec leur pipe de terre brune, en faisant sortir de la cendre qui se détache de leur pouce.",0.95097053,B1
"Ces théories ne sont pas universellement reçues et les discussions se poursuivent jusqu'au XIXe ; c'est l'invention du microscope qui permet d'étudier l'oeuf animal ; en 1827, Baer identifie l'oeuf des mammifères : c'est un élément contenu à l'intérieur de la vésicule de Graaf ; bientôt on put en étudier la segmentation ; en 1835 furent découverts le sarcome, c'est-à-dire le protoplasme, puis la cellule ; et en 1877 fut réalisée une observation qui montrait la pénétration du spermatozoïde dans l'oeuf de l'étoile de mer ; à partir de là fut établie la symétrie des noyaux des deux gamètes ; le détail de leur fusion a été analysé pour la première fois en 1883 par un zoologiste belge.",C1,"Les idées sur la façon dont les œufs se forment ont changé au fil du temps grâce à des découvertes comme le microscope. En 1827, Baer a découvert que les œufs des mammifères sont dans une vésicule appelée vésicule de Graaf. Plus tard, on a étudié comment les cellules se forment à l'intérieur de l'œuf. En 1835, on a trouvé le protoplasme, qui est la partie la plus simple de la cellule. En 1877, on a vu comment le spermatozoïde entre dans l'œuf de l'étoile de mer. Cela nous a aidé à comprendre comment les noyaux des deux gamètes se combinent. En 1883, un zoologiste belge a été le premier à montrer comment les noyaux des deux gamètes se mélangent lorsqu'ils se fusionnent.",0.95508015,C1
"Pour éviter d'oublier en deux mois des compétences si chèrement apprises durant l'année, mais aussi pour se cultiver",B1,"Pour ne pas oublier et pour faire mieux, il faut toujours apprendre.",0.86688673,B1
"Des considérations aussi décisives me semblent éminemment propres à faire sentir l'importance capitale et pratique du plan général que j'ai indiqué cidessus, d'après la position de la chimie dans ma hié rarchie scientifique, pour l'éducation rationnelle des chimistes, fondée sur une étude préliminaire, suffisamment approfondie, de la philosophie mathématique, ensuite de la philosophie astronomique, et enfin de la physique.",B2,"Pour enseigner la chimie, je commence par montrer où elle est dans les sciences. Je regarde d'abord la mathématique, puis l'espace et enfin la physique pour mieux expliquer.",0.91517484,B2
"Quant à la méthode, malgré l es imperfections radicales que j'ai dû sévèrement signaler dans la manière de procéder de la physique actuelle, la philosophie physique est, néanmoins, sans aucun doute, beaucoup plus rapprochée aujourd'hui que la philosophie chimique de l'état pleinement positif.",B2,"Quant à la façon de faire, bien que j'aie parlé des problèmes de la physique moderne, la philosophie de la physique est plus liée à la philosophie chimique de l'état parfait aujourd'hui.",0.9570093,C1
"Aussitôt qu'elle eut perdu son chien, elle le chercha désespérément",B1,"Dès qu'elle a perdu son chien, elle a cherché partout pour le retrouver.",0.94548464,B1
"Même en considérant l'étude des corps vivans sous le simple point de vue statique, la chimie y est aussi d'un usage évidemment indispensable, en ce qu'elle fournit les moyens les plus certains de distinguer exactement entre eux les divers élémens anatomiques d'un organisme quelconque.",B2,"Pour savoir ce qui fait un vivant, on regarde sa forme et la chimie nous dit quels éléments il a vraiment.",0.8674741,B2
"Cette science est sans doute, jusque ici, trop rapprochée de son berceau, pour que sa division définitive et la vraie coordination de ses parties principales aient pu encore se manifester spontanément, d'une manière non équivoque .",B1,Cette science a des problèmes parce qu'elle a été faite à différents moments et ne fonctionne pas bien ensemble.,0.8901299,B1
Mais cela supposerait que nous revenions sur notre nombrilisme culturel,B1,Il faut regarder les autres cultures comme si elles étaient notre propre culture.,0.83970714,B1
"Toutefois, les symptômes précurseurs de l'établissement prochain d'une discussion capitale sur ce sujet fondamental commencent déjà, ce me semble, à se manifester sans équivoque .",B1,"Mais il y a des indices qui montrent que nous allons parler d'un grand sujet bientôt, je pense.",0.9006889,B1
