Sentence,Difficulty,Simplified
"Quand on utilise des informations de nouveau, elles vont dans la première partie de notre tête, et si on a plusieurs idées sur un sujet, ça peut être plus facile à comprendre, dit-il.",B1,"Quand on apprend de nouvelles choses, elles vont dans la tête à la première partie, et si on a plusieurs idées sur un sujet, ça peut être plus facile à comprendre, dit-il."
"Dans l'ancienne religion grecque, on pense que faire des choses est un cadeau de Dieu, mais aussi un travail important pour les hommes.",B1,"Dans l'ancienne religion grecque, on dit que les choses que nous faisons viennent de Dieu, mais qu'elles sont aussi importantes pour les gens."
"Si on regarde les éléments chimiques de manière logique, en ne prenant pas en compte les comparaisons, on pourrait trouver des relations entre leurs propriétés chimiques et leurs propriétés physiques.",C1,"Si on classe les éléments chimiques de manière logique, sans comparer, on peut voir des liens entre leurs propriétés chimiques et leurs propriétés physiques."
"Mais, ce n'est pas toujours la réponse que l'on a trouvée qui est vraie.",B1,"Mais, parfois, ce que l'on pense être vrai n'est pas toujours le bon."
Comment demander à quelqu'un de simplifier une phrase en français tout en conservant au maximum son sens original ?,B1,Comment demander à quelqu'un de simplifier une phrase en français tout en conservant au maximum son sens original ?
"Mais je pense qu'il y a plusieurs raisons pour lesquelles il est comme ça, comme un mauvais esprit et un enseignement pas très bien fait pour les scientifiques.",B1,"Mais je pense qu'il y a plusieurs raisons pour lesquelles ça va mal, comme si quelqu'un voulait que ça ne marche pas et que les scientifiques n'ont pas bien appris."
"Quand on regarde comment les êtres vivants fonctionnent, on rencontre des problèmes pour faire des expériences scientifiques.",B2,"Quand on regarde comment les animaux vivent, on a du mal à faire des expériences scientifiques."
"Parce que les éléments sont classés de manière fondamentale, la nomenclature des substances chimiques simplifie beaucoup la prédiction de l'issue d'une réaction chimique. Donne moi une phrase simplifiée au niveau B2 tout en conservant au maximum son sens original.",C2,"Parce que les éléments sont classés de manière fondamentale, la nomenclature des substances chimiques simplifie beaucoup la prédiction de l'issue d'une réaction chimique. Donne moi une phrase simplifiée au niveau B2 tout en conservant au maximum son sens original."
"Je vais espérer que cette analyse approfondie des sciences actuelles les rendra plus intéressantes à étudier, plutôt que les rendre ennuyeuses. Parce que les sciences doivent être vues comme en constante évolution, pas comme parfaites et immobiles.",C1,"Je vais essayer de montrer que si on étudie les sciences de manière approfondie, elles deviennent plus intéressantes. Parce que les sciences changent, on ne devrait pas les considérer comme parfaites et figées."
"Après cela, il est aussi important d'apprendre à l'école à comparer les méthodes scientifiques, ce que les chimistes ne font pas souvent. Sinon, on ne peut pas trouver une classification chimique logique, comme je l'ai dit dans la leçon précédente.",B1,"Après cela, il est important d'apprendre à l'école à comparer les méthodes scientifiques. Sinon, on ne peut pas classer les choses correctement."
"Parce que la chimie est très liée à l'espace et aux maths, elle est très importante pour comprendre la physique.",B1,"Parce que la chimie aide à comprendre l'espace et les maths, elle est très utile pour la physique."
"Très doué en mathématiques et en astronomie, cet homme aurait pu faire des découvertes importantes et durables.",B2,"Il est très bon en mathématiques et en astronomie, et il aurait pu faire des découvertes importantes qui durent longtemps."
"La science en question est peut-être trop liée à son origine pour que sa division définitive se fasse naturellement, sans confusion.",C2,La science en question est peut-être trop liée à son origine pour que sa division se fasse naturellement sans confusion.
"En réalité, le livre m'a aidé à comprendre l'histoire de l'opéra. Il suivait chaque phrase de la pièce et avait des pensées qui disparaissaient vite avec la musique.",B1,"En fait, le livre m'a aidé à comprendre l'histoire de l'opéra. Il parlait de chaque partie de la pièce et avait des idées qui disparaissaient vite avec la musique."
"Depuis longtemps, les différentes façons de penser se sont accordées sur ce qui existe, mais elles se disputent sur la meilleure façon de le comprendre.",B2,"Depuis longtemps, les gens ont des idées différentes sur ce qui existe, mais ils se disputent sur la meilleure façon de le comprendre."
"Elle était parfois en silence et pensait beaucoup, mais quand elle parlait, elle parlait fort.",B1,"Elle était parfois en silence et pensait beaucoup, mais quand elle parlait, elle parlait fort."
"Donc, il reste beaucoup à faire pour bien comprendre cette question importante de la philosophie chimique.",B2,"Donc, il y a beaucoup de travail à faire pour bien comprendre cette question importante de la philosophie chimique."
"Mon papa a toujours demandé à M. Legrandin des choses sur ses actions pas honnêtes, mais il n'a jamais dit la vérité. Si on l'avait poussé plus loin, il aurait peut-être créé une idée tout à fait nouvelle sur la Normandie, plutôt que de nous dire que sa sœur vivait près de Balbec. Il aurait dû nous donner une lettre pour que nous puissions nous faire connaître, mais il aurait été effrayé par l'idée que nous pourrions en tirer un avantage si nous l'avions utilisé.",B2,"Mon papa a toujours posé des questions à M. Legrandin sur ses actions pas honnêtes, mais il n'a jamais dit la vérité. Si on l'avait poussé plus loin, il aurait peut-être créé une idée tout à fait nouvelle sur la Normandie, plutôt que de nous dire que sa sœur vivait près de Balbec. Il aurait dû nous donner une lettre pour que nous puissions nous faire connaître, mais il aurait été effrayé par l'idée que nous pourrions en tirer un avantage si nous l'avions utilisé."
"Mais il fallait être prudent avec l'utilisation de cet outil, car il pouvait être très utile si on le utilisait bien.",B1,"Mais il faut être prudent avec cet outil, car il peut être très utile si on le utilise bien."
"D'autre part, on a constaté que pour que les réactions chimiques se produisent, il faut que les substances soient en contact et qu'elles soient dans un état fluide, soit gazeux, soit liquide.",B2,"D'un autre côté, on a vu que les réactions chimiques se font quand les substances sont ensemble et qu'elles sont dans un état qui peut être gaz ou liquide."
"Les amis qui voyagent ensemble peuvent avoir des problèmes et Kassák a des disputes avec son ami le sculpteur Gödrös, qui ne parle pas bien l'allemand.",B1,"Quand les amis voyagent ensemble, ils peuvent avoir des problèmes. Kassák a des disputes avec son ami le sculpteur Gödrös qui ne parle pas bien l'allemand."
Le moteur Wankel est un moteur spécial qui utilise un piston en triangle pour transformer l'énergie de la combustion du carburant en mouvement tournant qui pousse l'arbre moteur.,B2,Le moteur Wankel est un moteur différent qui utilise un piston en triangle pour changer l'énergie de la combustion du carburant en mouvement qui fait tourner l'arbre moteur.
"Donc, une bonne théorie de la physiologie des sensations, que je vais expliquer dans la deuxième partie de ce livre, montre que les organes du goût et de l'odorat, par rapport aux autres sens, agissent beaucoup comme des chimistes. Par conséquent, la nature de ces deux sens les rend spécialement adaptés à la perception des phénomènes de composition et de décomposition.",C2,"Donc, une bonne théorie de la physiologie des sensations explique que les organes du goût et de l'odorat sont comme des chimistes qui perçoivent les phénomènes de composition et de décomposition."
La deuxième partie parle de l'importance de l'espace pour que les cellules puissent faire une réaction chimique.,B1,La deuxième partie parle de l'endroit où les cellules font des réactions chimiques.
"Pour savoir combien d'un élément simple se trouve dans un nouveau composé chimique, on utilise un nombre qui dépend de chaque élément simple. En utilisant peu de règles, on peut souvent deviner avec une certaine précision la composition d'un nouveau produit à partir de ses éléments connus.",B2,"Pour savoir combien d'un élément simple est dans un nouveau produit chimique, on utilise un nombre qui dépend de chaque élément simple. En utilisant peu de règles, on peut souvent deviner avec une certaine précision la composition d'un nouveau produit à partir de ses éléments connus."
"Certains préfèrent rester dans leur groupe d'amis par apathie ou parce qu'ils veulent garder leur place dans la société. Ils ne vivent pas les joies que la vie a à offrir et appellent ces distractions médiocres ou ces ennuis supportables ""joies"".",C1,"Certains restent avec leurs amis parce qu'ils sont paresseux ou parce qu'ils veulent rester dans leur groupe. Ils ne vivent pas les joies de la vie et appellent les distractions médiocres et les ennuis supportables ""joies""."
"Il est allé à gauche sans hésiter. Il marchait sur le sol dur et ça sonnait régulièrement, ce qui le calma. Mais son esprit était rempli de bruit.",B1,"Il est passé à gauche sans hésiter. Il marchait sur le sol dur et ça faisait un bruit régulier, ce qui le calma. Mais il avait beaucoup de pensées dans la tête."
Ça montre une manière de résoudre un problème chimique qui répond à toutes les conditions importantes.,B1,Ça montre une façon de résoudre un problème de chimie qui suit toutes les règles importantes.
"Comme chez les Juifs, il y a une manière spéciale de profiter.",B1,"Chez les Juifs, il y a une façon particulière de se divertir."
"Dans les vieux rues, les maisons ont des jardins à l'arrière. Les jardins sont petits et sombres. La lumière du ciel vient un peu par une petite fenêtre.",B1,"Dans les vieux quartiers, les maisons ont des jardins à l'arrière. Les jardins sont petits et sombres. La lumière du ciel vient un peu par une petite fenêtre."
"Pour moi, il est très important de montrer tout ce qui peut aider à combiner deux choses très importantes : une clarté et une positivité qui font partie de notre génie français. Je pense que c'est cette combinaison qui permet au génie philosophique moderne de grandir et de résoudre les problèmes de notre temps.",B1,"Pour moi, il est très important de montrer tout ce qui peut aider à être clair et positif. Je pense que cela aide le génie philosophique moderne à grandir et à résoudre les problèmes de notre temps."
Cette femme rie et dit des choses drôles !,A2,Cette femme rit et dit des blagues !
J'ai dit dans un autre livre que la physique a été mal expliquée en utilisant trop de mathématiques.,B1,J'ai dit dans un autre livre que la physique est difficile à comprendre parce qu'on utilise beaucoup de maths.
"Les lois chimiques sont essentielles pour comprendre comment les humains vivent avec leur environnement. Donne moi une phrase simplifiée au niveau B2 tout en conservant au maximum son sens original.""""""",C1,Les lois chimiques aident à comprendre comment les gens vivent avec leur environnement. Donne moi une phrase simplifiée au niveau B2 tout en conservant au maximum son sens original.
"Mais si on regarde ce qui se passe dans le monde, on peut voir que certaines choses peuvent changer, même si elles sont très importantes, comme les événements sociaux. Donne moi une phrase simplifiée au niveau B1 tout en conservant au maximum son sens original.",B1,"Mais si on regarde ce qui se passe dans le monde, on peut voir que certaines choses peuvent changer, même si elles sont très importantes. Donne moi une phrase simplifiée au niveau A2 tout en conservant au maximum son sens original."
"Pour aider à résoudre ce problème social, il dit qu'il faut travailler moins, partager mieux les richesses et développer ce qu'il appelle le ""tiers secteur"", c'est-à-dire l'économie sociale et les associations qui aident les autres.",B2,"Pour aider à résoudre ce problème social, il dit qu'il faut travailler moins, partager mieux les richesses et aider les autres avec des organisations qui ne cherchent pas à gagner de l'argent."
Cette question est très importante dans la deuxième partie du livre.,B1,Cette question est très importante dans la deuxième partie du livre.
"Ainsi construite, cette question est très importante pour la philosophie chimique. Elle se concentre sur les corps simples, mais elle n'a pas beaucoup de sens si on ne les regarde pas directement. Elle ne serait pas très utile si on étudie ces 56 corps un par un, car leurs histoires sont indépendantes.",C1,"Donc, cette question en philosophie chimique est très importante. Elle parle des corps simples, mais elle ne fonctionne pas si on ne les regarde pas directement. Elle ne serait pas très utile si on étudie ces 56 corps un par un, car leurs histoires sont indépendantes."
Les idées modernes en science ne nous disent pas beaucoup sur comment enseigner aux scientifiques intelligents.,B2,Les nouvelles idées en science ne nous disent pas beaucoup sur comment enseigner aux scientifiques intelligents.
"On ne peut pas classer les éléments chimiques en fonction de leurs propriétés seules, mais aussi de ce qu'ils font quand ils se combinent avec d'autres éléments pour former des composés.",B2,"On ne peut pas dire si un élément chimique est bon ou mauvais seul, mais aussi quand il se mélange avec d'autres pour faire des substances."
"Je vais montrer que il y a des problèmes avec la sécurité des données, les choix que l'on peut faire en fonction de nos actions, et même la façon dont on peut créer des applications.",B1,"Je vais montrer que il y a des problèmes avec la sécurité des données, les choix que l'on peut faire et même comment on peut faire des applications."
La personne qui sait bien la chimie organique a une idée très bonne pour changer beaucoup de choses.,B1,"Quand quelqu'un sait bien la chimie, il peut changer beaucoup de choses."
"Les chimistes ne s'intéressent pas à la classification des éléments chimiques, mais à la façon de les nommer de manière logique, ce qui est différent de la classification. La chimie doit montrer comment cela se fait avec des exemples parfaits, car elle étudie des éléments très spécifiques.",B2,"Les scientifiques qui étudient les éléments chimiques ne se concentrent pas sur la façon de les classer, mais sur la façon de les nommer de manière logique. Cela est différent de la classification. La chimie doit expliquer comment cela se fait avec des exemples clairs, car elle étudie des éléments très spécifiques."
"On n'a pas trouvé de mauvaises actions, mais on disait que je n'étais pas un bon garçon. Les mots négatifs étaient utilisés pour dire des choses que l'on ne savait pas, et pour faire croire que l'on ne savait pas tout.",B1,"On n'a pas fait de mauvaises choses, mais on disait que je n'étais pas un bon enfant. Les mots qui ne sont pas bien ne disent pas tout ce que l'on fait."
Nous devons dire des mots plus gentils.,A2,Il faut parler gentiment.
"Parce que les morceaux qui les font sont toujours en mouvement, on ne peut jamais dire si les règles que l'on trouve ne viennent pas de la façon dont on les a regardées.",B1,"Parce que les morceaux qui les font changent souvent, on ne sait jamais si les règles que l'on trouve ne sont pas juste parce qu'on les a regardées de différentes manières."
Mais cette invention magnifique convient si bien à la chimie qu'elle semble soutenir la science malgré ses problèmes actuels.,C1,Mais cette invention est si bien adaptée à la chimie qu'elle semble soutenir la science malgré ses problèmes.
"En fait, les choses qui se passent entre les gens sont très compliquées et différentes de tout le reste. Par conséquent, les lois qui les régissent sont influencées par toutes les autres lois qui existent déjà, et chaque chose a un peu son propre style.",B1,"En réalité, les relations entre les gens sont très complexes et différentes. Parce qu'elles dépendent des autres lois, elles changent souvent. Chaque chose a un peu son propre style."
"Si les écosystèmes sont dérangés, même un peu, cela rend difficile de savoir comment les sociétés vont évoluer, même si le chaos est limité et que les gens sont en sécurité.",B2,"Si on touche un peu les plantes et les animaux, on ne sait pas trop comment les gens vont vivre, même si tout n'est pas complètement bouleversé."
"Il y avait une exposition de soies, de satins et de velours avec des couleurs douces et vives. Les velours étaient noirs et blancs, les satins roses et bleus, et les soies étaient toutes les couleurs de l'arc-en-ciel. Entre chaque motif, il y avait un foulard crème.",B1,"Il y avait une exposition de soies, de satins et de velours avec des couleurs douces et vives. Les velours étaient noirs et blancs, les satins roses et bleus, et les soies étaient toutes les couleurs de l'arc-en-ciel. Entre chaque motif, il y avait un foulard crème."
"Bien que cela puisse être difficile, il est essentiel de penser à une définition plus logique et mathématique de la chimie pour mieux comprendre ce qu'elle est vraiment. Cette approche permettrait de mieux représenter la nature de cette science, même si elle n'est pas encore parfaite.",B2,"Il est important de penser à une meilleure façon de décrire la chimie avec des mathématiques pour mieux comprendre ce qu'elle est. Cela aiderait à montrer ce qu'elle est vraiment, même si elle n'est pas tout à fait parfaite."
"La chimie est très complexe parce qu'elle étudie des phénomènes très complexes et qu'elle est encore en développement. Il est difficile de croire qu'elle pourrait jamais être aussi logique que l'astronomie, qui est un exemple parfait de la philosophie naturelle.",B2,"La chimie est compliquée parce qu'elle étudie des choses très compliquées et qu'elle change tout le temps. Il est difficile de croire qu'elle pourrait jamais être aussi simple que l'astronomie, qui montre bien comment les choses fonctionnent dans le monde."
"Si on ne pouvait plus les réassembler, on serait sûr que la solution est bonne, sauf si on avait des raisons de douter d'un des éléments analysés.",B2,"Si on ne peut plus les réparer, on sait que la solution est bonne, sauf si on a des doutes sur un des éléments étudiés."
"Par conséquent, cette obligation signifie que la manière dont chaque science fondamentale est examinée dans ce livre ne peut pas seulement être décidée par sa importance ou par le nombre de faits intéressants qu'elle contient. Elle dépend aussi beaucoup de sa qualité par rapport aux autres sciences.",C2,"Par conséquent, il faut prendre en compte plus que l'importance ou le nombre d'intérêts dans une science pour savoir comment elle est étudiée dans ce livre. Cela dépend aussi de sa qualité par rapport aux autres sciences."
Les idées que l'on a sur un problème sont souvent des versions simplifiées des idées philosophiques plus complexes.,C2,Les idées que l'on a sur un sujet sont souvent des versions simplifiées des idées plus profondes.
"Pour savoir comment il était avant, on regarde près de la mer Méditerranée. Il y avait beaucoup d'importance là-bas, mais ça ne dit pas tout si on regarde plus loin.",B1,"Pour comprendre comment il était avant, on regarde près de la mer Méditerranée. Il y avait beaucoup d'importance là-bas, mais ça ne dit pas tout si on regarde plus loin."
"Bien que cela puisse sembler compliqué, on sait que les réactions chimiques sont différentes des choses qui se passent dans la nature et qu'elles ont toujours quelque chose de spécial, comme le dit Bergmann.",B1,"Les réactions chimiques sont différentes des choses qui se passent dans la nature et elles sont spéciales, comme le dit Bergmann."
"La vraie science est de trouver des liens entre les choses que l'on voit pour comprendre ce qui se passe et pourquoi, en utilisant peu de choses de base.",B1,La vraie science est de trouver des relations entre les choses pour comprendre ce qui se passe et pourquoi.
"Elle a dit oui à son mari, mais elle n'aimait pas vraiment ça.",A2,"Elle a dit oui à son mari, mais elle ne voulait pas ça vraiment."
"Après avoir étudié en profondeur chaque partie du discours, je peux maintenant voir clairement les idées principales de la philosophie chimique. Ensuite, je vais les résumer brièvement sous sa forme finale, qui concerne l'importance du principe de division rationnelle pour la science chimique.",C2,"Après avoir analysé en détail chaque partie du discours, je peux maintenant comprendre les idées principales de la philosophie chimique. Ensuite, je vais les résumer brièvement sous une forme simplifiée, qui parle de l'importance du principe de division rationnelle pour la science chimique."
"Si quelque chose est cassé, on peut le réparer, mais ça peut être difficile ou presque impossible.",B1,"Si quelque chose est cassé, on peut essayer de le réparer, mais ça peut être difficile."
"En fait, les régions froides loin d'ici ne sont pas très intéressantes pour les gens qui vont loin de chez eux avant que l'Europe ne soit très peuplée au 19ème siècle, et alors ces nouveaux endroits sont comme des parties de l'Europe.",B1,"En réalité, les endroits très froids loin de chez nous n'étaient pas très intéressants pour les gens qui voyagent loin de chez eux avant que l'Europe ne soit très peuplée au 19ème siècle. Alors, ces nouveaux endroits étaient comme des parties de l'Europe."
"Selon Dzinkowski en 2000, beaucoup de chercheurs pensent que la valeur des entreprises vient principalement de leurs idées et inventions (Dzinkowski, 2000).",C1,"Selon Dzinkowski en 2000, beaucoup de chercheurs pensent que les entreprises sont principalement valuées pour leurs idées et inventions (Dzinkowski, 2000)."
"Pensé à ce qui n'est pas réel, à ce qui est très grand, c'est ce que la philosophie doit faire.",B1,"Penser à des choses qui ne sont pas vraies, très grandes, c'est ce que la philosophie doit faire."
"Certains philosophes modernes qui aiment la nature ont utilisé l'histoire de la nature pour critiquer l'idée que les éléments chimiques sont simples. Cuvier est le plus connu. Cette objection est assez précise, mais pas suffisante.",C2,"Beaucoup de philosophes modernes qui aiment la nature utilisent l'histoire de la nature pour critiquer l'idée que les éléments chimiques sont simples. Cuvier est le plus connu. Cette objection est assez précise, mais pas suffisante."
"Dès que j'ai mangé, j'ai ressenti un calme.",B1,"Dès que j'ai mangé, j'ai ressenti un calme."
"En comparant ces phénomènes aux événements astronomiques, j'ai montré dans le livre précédent qu'ils sont moins généraux, car ils ne se produisent pas dans toutes les situations, car ils dépendent toujours de certaines conditions.",C2,"En comparant ces phénomènes aux événements astronomiques, j'ai montré dans le livre précédent qu'ils sont moins généraux, car ils ne se produisent pas dans toutes les situations, car ils dépendent toujours de certaines conditions."
"Les scientifiques d'aujourd'hui disent que notre planète pourrait avoir des problèmes de géologie dans l'avenir, et cela pourrait arriver bientôt. Les gens qui étudiaient la nature il y a longtemps, avant la science, pourraient avoir eu une idée de cela, mais ils ne savaient pas vraiment comment expliquer ça avec l'astrologie et l'alchimie.",B2,"Les scientifiques pensent que la Terre aura des problèmes de sol dans l'avenir et cela pourrait arriver bientôt. Les gens qui étudiaient la nature il y a longtemps, avant la science, pourraient avoir eu une idée de cela, mais ils ne savaient pas vraiment comment l'expliquer avec l'astrologie et l'alchimie."
"Après avoir pensé à ce que dit la chimie, on peut voir où elle se place par rapport aux autres sciences et comment elle est étudiée. Cela nous aide à comprendre où elle se situe dans les sciences et comment on la fait.",B1,"Après avoir pensé à la chimie, on peut voir où elle se place par rapport aux autres sciences. Cela nous aide à comprendre où elle se situe dans les sciences."
Je ne pouvais pas relaxer et apprendre en même temps.,B1,Je ne pouvais pas reposer et apprendre en même temps.
"Il est important de ne pas être timide pour dire que certains travaux scientifiques ne sont pas aussi bien organisés et logiques qu'ils devraient l'être, parce que des erreurs courantes se produisent.",B2,"Il est important de parler de problèmes dans les recherches scientifiques, car il y a souvent des erreurs."
"Il est clair que quand on regarde cette idée de ressemblances de près, on ne peut pas manquer de voir que cette théorie n'est en réalité qu'une tentative, qui échoue, de comprendre la nature des réactions chimiques, aussi profonde que les essences qu'on cherchait autrefois pour les phénomènes plus simples.",C2,"Il est évident que quand on examine cette idée de ressemblances de près, on ne peut pas manquer de voir que cette théorie n'est en réalité qu'une tentative, qui échoue, de comprendre la nature des réactions chimiques, aussi profonde que les essences qu'on cherchait autrefois pour les phénomènes plus simples."
"Finalement, il y a aussi des gens qui doutent, ils parlent de stoïcisme et disent que penser qu'une chose est vraie dépend de qui la pense.",B2,"Finalement, il y a des gens qui ont des doutes, ils parlent de stoïcisme et disent que penser qu'une chose est vraie dépend de qui la pense."
"Il y a beaucoup de choses à parler dans mon discours sur la chimie, comme comment elle étudie le monde, où elle se situe par rapport aux autres sciences, si elle est parfaite, comment elle pense et comment elle est organisée.",B1,"Il y a beaucoup de choses à dire dans mon discours sur la chimie, comme comment elle étudie le monde, où elle se situe par rapport aux autres sciences, si elle est parfaite, comment elle pense et comment elle est organisée."
"Les Français sont souvent attachés à leurs traditions et à leur culture, même si d'autres pays ont des idées intéressantes.",B1,"Les Français aiment beaucoup leurs traditions et leur culture, mais ils aiment aussi apprendre de d'autres pays."
Un problème est quelque chose qui vient de l'extérieur et que tu ne peux pas choisir.,B1,Un problème est quand quelque chose ne va pas bien et que tu ne peux pas le faire tout seul.
Dire que la chimie scientifique est difficile à comprendre sans avoir bien étudié la physique avant.,B2,Dire que la chimie est compliquée à comprendre si on n'a pas bien étudié la physique avant.
La chimie est un sujet de science qui est facile à comprendre parce qu'elle a des règles simples et qu'elle aide beaucoup à apprendre rapidement et bien.,B1,La chimie est un sujet de science qui est facile à comprendre parce qu'elle a des règles simples.
"Selon cette philosophie, la physique n'est pas aussi utile pour les chimistes que l'astronomie, même si elle est plus étroitement liée à elle.",B2,"Cette philosophie dit que la physique n'est pas aussi utile pour les chimistes que l'astronomie, même si elle est plus liée à elle."
"La suite de cette série semble suivre toutes les règles connues, soit pour les éléments eux-mêmes, soit pour leurs principaux composés.",C2,La suite de cette série suit toutes les règles connues pour les éléments et leurs principaux composés.
"En fin de compte, il est essentiel de regarder la situation réelle, c'est-à-dire de vérifier si tout est bien organisé, quoi qu'il en soit. Malheureusement, on n'a pas encore vérifié bien tout ça, et on ne sait pas si ça correspond à ce qu'on pensait.",B1,"Finalement, il est important de regarder la situation vraiment, c'est-à-dire de voir si tout va bien. Malheureusement, on n'a pas encore vérifié tout ça, donc on ne sait pas si ça correspond à ce qu'on pensait."
"Il est très important, selon ce que l'on a dit avant, de se focaliser sur la première comparaison ici.",B1,"Il est très important, comme on a dit avant, de se concentrer sur la première comparaison ici."
"Tragiquement, la chimie aujourd'hui se concentre plus sur l'analyse que sur la synthèse, donc ces deux domaines ne sont pas équilibrés.",B2,"Malheureusement, on fait plus d'analyse que de synthèse en chimie aujourd'hui, donc ces deux parties ne sont pas aussi équilibrées."
"Il y a beaucoup de différents types de substances organiques, même si elles ne contiennent que peu d'éléments, ce qui pourrait faire penser que simplifier leur théorie chimique ne donnerait pas beaucoup d'avantages pour mieux comprendre la chimie.",B2,"Il y a beaucoup de types de substances organiques, même si elles sont simples, ce qui pourrait faire penser qu'il n'y a pas beaucoup à apprendre en chimie."
"Le marquis n'aimait pas les idées, il disait qu'elles avaient perdu l'Italie. Il ne savait pas comment vouloir que son fils Fabrice continue d'apprendre chez les jésuites avec ça.",B1,"Le marquis ne voulait pas que son fils Fabrice apprenne chez les jésuites, il disait que cela n'était pas bon pour l'Italie. Il ne savait pas comment faire pour que son fils continue d'apprendre avec ça."
"Quelle que soit l'idée que l'on a sur la création de la Terre, il est probable que tout est partout sur elle, même si on ne peut pas le prouver tout à fait.",B1,"Quelle que soit l'idée que l'on a sur la Terre, il y a peut-être tout partout, mais on ne peut pas le vraiment prouver."
M. Ampère a été le premier à dire que cette recherche est importante et son livre est très bon pour apprendre ça.,B1,M. Ampère a dit que cette recherche est importante et son livre est bon pour apprendre.
"Quand elle me voit, elle se tait tout de suite.",B1,"Quand elle me voit, elle se tait tout de suite."
